CustomerID,KMeans_Cluster,HC_Cluster,Cluster_Name
12588,0,0,Loyal Regulars
12589,0,0,Loyal Regulars
12590,1,2,Dormant
12591,1,2,Dormant
12592,0,0,Loyal Regulars
12593,0,0,Loyal Regulars
12594,0,0,Loyal Regulars
12596,0,0,Loyal Regulars
12597,0,0,Loyal Regulars
12598,0,0,Loyal Regulars
12599,0,0,Loyal Regulars
12600,0,0,Loyal Regulars
12601,1,2,Dormant
12602,0,0,Loyal Regulars
12603,0,0,Loyal Regulars
12604,0,0,Loyal Regulars
12607,0,0,Loyal Regulars
12609,0,0,Loyal Regulars
12610,0,0,Loyal Regulars
12611,0,0,Loyal Regulars
12612,0,0,Loyal Regulars
12613,0,0,Loyal Regulars
12614,1,2,Dormant
12615,0,0,Loyal Regulars
12616,0,0,Loyal Regulars
12617,0,0,Loyal Regulars
12618,0,0,Loyal Regulars
12619,0,0,Loyal Regulars
12620,0,0,Loyal Regulars
12621,3,3,VIP Champions
12622,1,2,Dormant
12623,1,2,Dormant
12624,0,0,Loyal Regulars
12625,1,2,Dormant
12626,0,0,Loyal Regulars
12627,0,0,Loyal Regulars
12628,0,0,Loyal Regulars
12630,0,0,Loyal Regulars
12631,0,0,Loyal Regulars
12633,0,0,Loyal Regulars
12635,0,0,Loyal Regulars
12637,0,0,Loyal Regulars
12638,0,0,Loyal Regulars
12639,1,2,Dormant
12640,0,0,Loyal Regulars
12641,0,0,Loyal Regulars
12642,0,0,Loyal Regulars
12643,0,2,Loyal Regulars
12644,0,0,Loyal Regulars
12645,0,0,Loyal Regulars
12646,0,0,Loyal Regulars
12647,0,0,Loyal Regulars
12648,1,2,Dormant
12649,0,0,Loyal Regulars
12650,0,0,Loyal Regulars
12651,1,2,Dormant
12652,1,2,Dormant
12653,1,2,Dormant
12654,0,0,Loyal Regulars
12656,0,0,Loyal Regulars
12657,0,0,Loyal Regulars
12658,0,0,Loyal Regulars
12659,0,0,Loyal Regulars
12660,0,0,Loyal Regulars
12662,0,0,Loyal Regulars
12664,0,0,Loyal Regulars
12665,1,2,Dormant
12667,0,0,Loyal Regulars
12668,0,0,Loyal Regulars
12669,1,2,Dormant
12670,0,0,Loyal Regulars
12672,1,2,Dormant
12673,0,0,Loyal Regulars
12674,0,0,Loyal Regulars
12676,0,0,Loyal Regulars
12678,3,0,VIP Champions
12679,0,0,Loyal Regulars
12680,0,0,Loyal Regulars
12681,3,3,VIP Champions
12682,3,3,VIP Champions
12683,3,0,VIP Champions
12684,0,0,Loyal Regulars
12685,0,0,Loyal Regulars
12686,1,2,Dormant
12688,0,0,Loyal Regulars
12689,0,0,Loyal Regulars
12690,1,2,Dormant
12691,0,0,Loyal Regulars
12693,0,0,Loyal Regulars
12694,0,0,Loyal Regulars
12695,0,0,Loyal Regulars
12697,0,0,Loyal Regulars
12700,0,0,Loyal Regulars
12701,0,0,Loyal Regulars
12702,0,0,Loyal Regulars
12703,0,0,Loyal Regulars
12704,0,0,Loyal Regulars
12705,0,0,Loyal Regulars
12707,1,2,Dormant
12708,0,0,Loyal Regulars
12709,3,0,VIP Champions
12710,0,0,Loyal Regulars
12712,0,0,Loyal Regulars
12713,0,0,Loyal Regulars
12714,0,0,Loyal Regulars
12715,0,0,Loyal Regulars
12716,0,0,Loyal Regulars
12717,1,2,Dormant
12718,0,0,Loyal Regulars
12719,0,0,Loyal Regulars
12720,3,3,VIP Champions
12721,0,0,Loyal Regulars
12722,0,0,Loyal Regulars
12723,0,0,Loyal Regulars
12724,0,0,Loyal Regulars
12725,1,2,Dormant
12726,0,0,Loyal Regulars
12727,0,0,Loyal Regulars
12728,0,0,Loyal Regulars
12729,0,0,Loyal Regulars
12731,3,0,VIP Champions
12732,1,2,Dormant
12733,1,2,Dormant
12734,1,2,Dormant
12735,1,2,Dormant
12736,1,2,Dormant
12738,1,2,Dormant
12739,0,0,Loyal Regulars
12740,0,0,Loyal Regulars
12743,0,2,Loyal Regulars
12744,3,0,VIP Champions
12747,0,0,Loyal Regulars
12748,2,4,VIP Champions
12749,0,0,Loyal Regulars
12750,0,0,Loyal Regulars
12752,0,0,Loyal Regulars
12753,3,0,VIP Champions
12754,1,2,Dormant
12755,1,2,Dormant
12756,0,0,Loyal Regulars
12757,3,0,VIP Champions
12758,0,2,Loyal Regulars
12759,0,0,Loyal Regulars
12762,0,0,Loyal Regulars
12763,0,2,Loyal Regulars
12764,1,2,Dormant
12766,0,0,Loyal Regulars
12769,1,2,Dormant
12770,1,2,Dormant
12772,0,0,Loyal Regulars
12775,0,0,Loyal Regulars
12778,0,0,Loyal Regulars
12779,0,0,Loyal Regulars
12781,0,0,Loyal Regulars
12782,0,0,Loyal Regulars
12783,0,0,Loyal Regulars
12784,0,0,Loyal Regulars
12785,1,2,Dormant
12787,0,0,Loyal Regulars
12789,0,0,Loyal Regulars
12790,1,2,Dormant
12791,1,2,Dormant
12792,1,2,Dormant
12793,1,2,Dormant
12794,0,0,Loyal Regulars
12795,0,0,Loyal Regulars
12797,1,2,Dormant
12798,0,0,Loyal Regulars
12802,1,2,Dormant
12808,0,0,Loyal Regulars
12809,1,2,Dormant
12811,1,2,Dormant
12812,0,0,Loyal Regulars
12814,0,0,Loyal Regulars
12815,1,2,Dormant
12816,0,0,Loyal Regulars
12817,1,2,Dormant
12818,1,2,Dormant
12820,0,0,Loyal Regulars
12821,1,2,Dormant
12822,0,0,Loyal Regulars
12823,0,0,Loyal Regulars
12824,0,0,Loyal Regulars
12826,0,0,Loyal Regulars
12827,0,0,Loyal Regulars
12828,0,0,Loyal Regulars
12829,1,2,Dormant
12830,0,0,Loyal Regulars
12831,1,2,Dormant
12832,0,0,Loyal Regulars
12833,1,2,Dormant
12834,1,2,Dormant
12836,0,0,Loyal Regulars
12837,1,2,Dormant
12838,0,0,Loyal Regulars
12839,3,0,VIP Champions
12840,0,2,Loyal Regulars
12841,3,3,VIP Champions
12842,0,0,Loyal Regulars
12843,0,0,Loyal Regulars
12844,0,0,Loyal Regulars
12845,1,2,Dormant
12847,0,0,Loyal Regulars
12849,0,0,Loyal Regulars
12851,0,0,Loyal Regulars
12852,1,2,Dormant
12853,0,2,Loyal Regulars
12854,0,0,Loyal Regulars
12855,1,2,Dormant
12856,0,0,Loyal Regulars
12857,1,2,Dormant
12863,0,0,Loyal Regulars
12864,0,0,Loyal Regulars
12865,0,0,Loyal Regulars
12866,1,2,Dormant
12867,0,0,Loyal Regulars
12868,1,2,Dormant
12871,0,0,Loyal Regulars
12872,1,2,Dormant
12873,1,2,Dormant
12875,0,2,Loyal Regulars
12876,0,0,Loyal Regulars
12877,0,0,Loyal Regulars
12878,1,2,Dormant
12879,0,0,Loyal Regulars
12881,1,2,Dormant
12882,0,0,Loyal Regulars
12883,0,0,Loyal Regulars
12884,0,0,Loyal Regulars
12885,0,0,Loyal Regulars
12886,0,0,Loyal Regulars
12888,1,2,Dormant
12890,0,0,Loyal Regulars
12891,1,2,Dormant
12893,0,0,Loyal Regulars
12895,0,0,Loyal Regulars
12897,1,2,Dormant
12901,3,3,VIP Champions
12902,1,2,Dormant
12904,0,0,Loyal Regulars
12906,0,0,Loyal Regulars
12908,1,2,Dormant
12909,0,0,Loyal Regulars
12910,0,0,Loyal Regulars
12912,0,0,Loyal Regulars
12913,0,0,Loyal Regulars
12915,1,2,Dormant
12916,0,2,Loyal Regulars
12917,0,0,Loyal Regulars
12919,0,0,Loyal Regulars
12920,0,0,Loyal Regulars
12921,3,3,VIP Champions
12922,1,2,Dormant
12923,0,0,Loyal Regulars
12924,0,0,Loyal Regulars
12925,0,0,Loyal Regulars
12928,0,0,Loyal Regulars
12929,1,2,Dormant
12930,0,0,Loyal Regulars
12931,3,3,VIP Champions
12933,0,0,Loyal Regulars
12935,0,0,Loyal Regulars
12936,0,0,Loyal Regulars
12937,0,0,Loyal Regulars
12938,0,0,Loyal Regulars
12939,0,0,Loyal Regulars
12940,0,0,Loyal Regulars
12942,0,2,Loyal Regulars
12944,0,0,Loyal Regulars
12945,1,2,Dormant
12947,0,2,Loyal Regulars
12948,0,0,Loyal Regulars
12949,0,0,Loyal Regulars
12950,0,0,Loyal Regulars
12951,0,0,Loyal Regulars
12952,0,0,Loyal Regulars
12953,0,0,Loyal Regulars
12955,0,0,Loyal Regulars
12956,1,2,Dormant
12957,0,0,Loyal Regulars
12962,0,0,Loyal Regulars
12963,0,0,Loyal Regulars
12965,0,0,Loyal Regulars
12966,0,0,Loyal Regulars
12967,1,2,Dormant
12968,0,0,Loyal Regulars
12970,0,0,Loyal Regulars
12971,2,4,VIP Champions
12974,1,2,Dormant
12976,1,2,Dormant
12977,1,2,Dormant
12980,0,0,Loyal Regulars
12981,0,0,Loyal Regulars
12982,1,2,Dormant
12984,0,0,Loyal Regulars
12985,0,0,Loyal Regulars
12987,0,0,Loyal Regulars
12988,1,2,Dormant
12989,3,0,VIP Champions
12990,0,0,Loyal Regulars
12991,0,0,Loyal Regulars
12993,0,0,Loyal Regulars
12994,0,0,Loyal Regulars
12995,0,0,Loyal Regulars
12997,0,0,Loyal Regulars
12999,1,2,Dormant
13000,0,0,Loyal Regulars
13001,3,0,VIP Champions
13002,1,2,Dormant
13003,0,0,Loyal Regulars
13004,3,3,VIP Champions
13005,1,2,Dormant
13006,0,0,Loyal Regulars
13008,1,2,Dormant
13011,1,2,Dormant
13012,0,0,Loyal Regulars
13013,0,0,Loyal Regulars
13014,0,0,Loyal Regulars
13015,0,0,Loyal Regulars
13016,0,0,Loyal Regulars
13017,0,0,Loyal Regulars
13018,3,3,VIP Champions
13021,0,0,Loyal Regulars
13023,0,0,Loyal Regulars
13026,0,0,Loyal Regulars
13027,0,0,Loyal Regulars
13028,0,0,Loyal Regulars
13029,0,0,Loyal Regulars
13030,0,0,Loyal Regulars
13032,0,0,Loyal Regulars
13033,1,2,Dormant
13034,0,0,Loyal Regulars
13035,0,0,Loyal Regulars
13037,0,2,Loyal Regulars
13038,0,0,Loyal Regulars
13040,0,0,Loyal Regulars
13043,1,2,Dormant
13044,1,2,Dormant
13045,0,0,Loyal Regulars
13046,0,0,Loyal Regulars
13047,0,0,Loyal Regulars
13048,0,0,Loyal Regulars
13049,0,0,Loyal Regulars
13050,3,3,VIP Champions
13052,1,2,Dormant
13055,0,0,Loyal Regulars
13058,0,0,Loyal Regulars
13059,1,2,Dormant
13060,1,2,Dormant
13061,0,0,Loyal Regulars
13062,1,2,Dormant
13064,0,0,Loyal Regulars
13065,1,2,Dormant
13066,0,0,Loyal Regulars
13067,0,0,Loyal Regulars
13068,0,0,Loyal Regulars
13069,3,3,VIP Champions
13070,1,2,Dormant
13072,1,2,Dormant
13075,0,0,Loyal Regulars
13077,0,0,Loyal Regulars
13078,3,3,VIP Champions
13079,0,0,Loyal Regulars
13080,1,2,Dormant
13081,3,3,VIP Champions
13082,0,0,Loyal Regulars
13083,0,0,Loyal Regulars
13085,1,2,Dormant
13089,2,4,VIP Champions
13090,3,0,VIP Champions
13091,0,0,Loyal Regulars
13092,0,0,Loyal Regulars
13093,1,2,Dormant
13094,0,0,Loyal Regulars
13095,0,0,Loyal Regulars
13097,0,0,Loyal Regulars
13098,3,3,VIP Champions
13099,0,0,Loyal Regulars
13101,1,2,Dormant
13102,3,3,VIP Champions
13103,0,0,Loyal Regulars
13104,0,0,Loyal Regulars
13106,0,0,Loyal Regulars
13107,0,0,Loyal Regulars
13108,1,2,Dormant
13109,0,0,Loyal Regulars
13110,0,0,Loyal Regulars
13113,3,3,VIP Champions
13115,0,0,Loyal Regulars
13116,0,0,Loyal Regulars
13117,0,0,Loyal Regulars
13118,0,0,Loyal Regulars
13120,1,2,Dormant
13121,1,2,Dormant
13122,0,0,Loyal Regulars
13124,0,0,Loyal Regulars
13126,0,0,Loyal Regulars
13127,0,0,Loyal Regulars
13130,0,0,Loyal Regulars
13131,0,0,Loyal Regulars
13132,1,2,Dormant
13133,1,2,Dormant
13134,0,0,Loyal Regulars
13135,1,2,Dormant
13136,0,0,Loyal Regulars
13137,0,0,Loyal Regulars
13138,0,0,Loyal Regulars
13139,0,0,Loyal Regulars
13140,0,0,Loyal Regulars
13141,0,0,Loyal Regulars
13142,0,0,Loyal Regulars
13144,1,2,Dormant
13145,0,0,Loyal Regulars
13146,0,0,Loyal Regulars
13147,0,0,Loyal Regulars
13148,0,0,Loyal Regulars
13149,0,0,Loyal Regulars
13151,1,2,Dormant
13153,0,0,Loyal Regulars
13155,0,0,Loyal Regulars
13157,0,0,Loyal Regulars
13158,0,0,Loyal Regulars
13159,0,0,Loyal Regulars
13160,0,0,Loyal Regulars
13161,1,2,Dormant
13162,0,0,Loyal Regulars
13165,0,0,Loyal Regulars
13166,1,2,Dormant
13167,0,0,Loyal Regulars
13168,0,0,Loyal Regulars
13169,0,0,Loyal Regulars
13170,0,0,Loyal Regulars
13171,0,0,Loyal Regulars
13173,0,0,Loyal Regulars
13174,0,0,Loyal Regulars
13176,0,0,Loyal Regulars
13177,0,0,Loyal Regulars
13178,0,0,Loyal Regulars
13182,0,0,Loyal Regulars
13183,0,0,Loyal Regulars
13184,0,0,Loyal Regulars
13185,1,2,Dormant
13186,0,0,Loyal Regulars
13187,1,2,Dormant
13188,0,0,Loyal Regulars
13189,0,0,Loyal Regulars
13192,0,0,Loyal Regulars
13193,0,0,Loyal Regulars
13194,0,0,Loyal Regulars
13196,0,0,Loyal Regulars
13198,0,0,Loyal Regulars
13199,3,3,VIP Champions
13200,0,0,Loyal Regulars
13203,0,0,Loyal Regulars
13207,0,0,Loyal Regulars
13208,0,0,Loyal Regulars
13209,0,0,Loyal Regulars
13210,0,0,Loyal Regulars
13211,0,0,Loyal Regulars
13212,0,0,Loyal Regulars
13213,0,0,Loyal Regulars
13216,1,2,Dormant
13217,0,0,Loyal Regulars
13218,0,0,Loyal Regulars
13220,0,0,Loyal Regulars
13221,1,2,Dormant
13223,1,2,Dormant
13224,0,0,Loyal Regulars
13225,0,0,Loyal Regulars
13226,1,2,Dormant
13227,1,2,Dormant
13228,0,0,Loyal Regulars
13229,1,2,Dormant
13230,0,0,Loyal Regulars
13232,0,0,Loyal Regulars
13233,0,0,Loyal Regulars
13235,1,2,Dormant
13236,0,0,Loyal Regulars
13238,0,0,Loyal Regulars
13239,1,2,Dormant
13240,0,0,Loyal Regulars
13242,0,0,Loyal Regulars
13243,1,2,Dormant
13244,0,0,Loyal Regulars
13245,0,0,Loyal Regulars
13246,0,0,Loyal Regulars
13247,0,0,Loyal Regulars
13248,0,0,Loyal Regulars
13249,0,0,Loyal Regulars
13253,1,2,Dormant
13255,0,0,Loyal Regulars
13258,0,0,Loyal Regulars
13259,0,0,Loyal Regulars
13260,0,0,Loyal Regulars
13261,1,2,Dormant
13262,1,2,Dormant
13263,3,3,VIP Champions
13265,0,0,Loyal Regulars
13266,0,0,Loyal Regulars
13267,3,3,VIP Champions
13268,0,0,Loyal Regulars
13269,3,0,VIP Champions
13270,1,2,Dormant
13271,0,0,Loyal Regulars
13272,0,0,Loyal Regulars
13273,0,0,Loyal Regulars
13276,0,0,Loyal Regulars
13277,0,0,Loyal Regulars
13278,0,0,Loyal Regulars
13279,0,0,Loyal Regulars
13280,0,0,Loyal Regulars
13282,0,0,Loyal Regulars
13283,0,0,Loyal Regulars
13284,1,2,Dormant
13285,0,0,Loyal Regulars
13291,1,2,Dormant
13292,0,0,Loyal Regulars
13294,1,2,Dormant
13295,1,2,Dormant
13296,0,0,Loyal Regulars
13297,0,0,Loyal Regulars
13298,0,0,Loyal Regulars
13299,1,2,Dormant
13300,1,2,Dormant
13301,0,0,Loyal Regulars
13302,1,2,Dormant
13304,1,2,Dormant
13305,0,0,Loyal Regulars
13307,0,0,Loyal Regulars
13308,0,0,Loyal Regulars
13309,0,0,Loyal Regulars
13310,0,0,Loyal Regulars
13311,0,0,Loyal Regulars
13313,0,0,Loyal Regulars
13314,0,0,Loyal Regulars
13316,0,0,Loyal Regulars
13317,0,0,Loyal Regulars
13318,0,0,Loyal Regulars
13319,3,3,VIP Champions
13320,0,0,Loyal Regulars
13321,0,0,Loyal Regulars
13322,0,0,Loyal Regulars
13323,0,0,Loyal Regulars
13324,0,0,Loyal Regulars
13325,0,0,Loyal Regulars
13327,0,0,Loyal Regulars
13328,1,2,Dormant
13329,0,0,Loyal Regulars
13330,0,0,Loyal Regulars
13332,0,0,Loyal Regulars
13334,0,0,Loyal Regulars
13336,0,0,Loyal Regulars
13338,1,2,Dormant
13339,1,2,Dormant
13340,0,0,Loyal Regulars
13341,1,2,Dormant
13343,1,2,Dormant
13344,0,0,Loyal Regulars
13345,1,2,Dormant
13347,0,0,Loyal Regulars
13348,0,0,Loyal Regulars
13349,0,0,Loyal Regulars
13350,0,0,Loyal Regulars
13351,0,0,Loyal Regulars
13352,0,0,Loyal Regulars
13354,0,0,Loyal Regulars
13355,0,0,Loyal Regulars
13356,0,0,Loyal Regulars
13357,1,2,Dormant
13358,1,2,Dormant
13359,0,0,Loyal Regulars
13362,0,0,Loyal Regulars
13363,0,0,Loyal Regulars
13364,0,0,Loyal Regulars
13365,0,0,Loyal Regulars
13366,0,0,Loyal Regulars
13368,1,2,Dormant
13369,1,2,Dormant
13370,1,2,Dormant
13372,0,0,Loyal Regulars
13373,0,0,Loyal Regulars
13375,0,0,Loyal Regulars
13376,0,0,Loyal Regulars
13379,0,0,Loyal Regulars
13381,0,0,Loyal Regulars
13382,1,2,Dormant
13384,0,0,Loyal Regulars
13385,1,2,Dormant
13388,0,2,Loyal Regulars
13389,0,0,Loyal Regulars
13390,0,0,Loyal Regulars
13391,1,2,Dormant
13394,0,0,Loyal Regulars
13395,1,2,Dormant
13396,0,0,Loyal Regulars
13397,0,0,Loyal Regulars
13398,1,2,Dormant
13402,0,0,Loyal Regulars
13403,0,0,Loyal Regulars
13404,0,0,Loyal Regulars
13405,0,0,Loyal Regulars
13408,3,3,VIP Champions
13410,0,0,Loyal Regulars
13411,0,0,Loyal Regulars
13414,0,2,Loyal Regulars
13416,0,0,Loyal Regulars
13417,0,0,Loyal Regulars
13418,3,3,VIP Champions
13419,0,0,Loyal Regulars
13420,1,2,Dormant
13421,0,0,Loyal Regulars
13422,0,0,Loyal Regulars
13425,0,0,Loyal Regulars
13426,0,0,Loyal Regulars
13427,0,0,Loyal Regulars
13428,0,0,Loyal Regulars
13429,0,0,Loyal Regulars
13430,0,0,Loyal Regulars
13431,0,0,Loyal Regulars
13434,0,0,Loyal Regulars
13435,0,0,Loyal Regulars
13436,0,0,Loyal Regulars
13437,0,0,Loyal Regulars
13439,1,2,Dormant
13441,0,0,Loyal Regulars
13447,0,0,Loyal Regulars
13448,0,0,Loyal Regulars
13449,0,0,Loyal Regulars
13450,0,0,Loyal Regulars
13451,0,0,Loyal Regulars
13452,1,2,Dormant
13453,1,2,Dormant
13455,0,0,Loyal Regulars
13456,0,0,Loyal Regulars
13458,3,0,VIP Champions
13460,0,0,Loyal Regulars
13461,0,0,Loyal Regulars
13462,1,2,Dormant
13464,0,0,Loyal Regulars
13466,1,2,Dormant
13467,0,0,Loyal Regulars
13468,3,3,VIP Champions
13470,0,0,Loyal Regulars
13471,0,0,Loyal Regulars
13473,0,0,Loyal Regulars
13474,1,2,Dormant
13475,1,2,Dormant
13476,1,2,Dormant
13477,0,0,Loyal Regulars
13479,1,2,Dormant
13481,0,0,Loyal Regulars
13482,1,2,Dormant
13483,0,0,Loyal Regulars
13484,1,2,Dormant
13485,1,2,Dormant
13486,0,0,Loyal Regulars
13487,0,0,Loyal Regulars
13488,3,0,VIP Champions
13489,0,0,Loyal Regulars
13491,0,0,Loyal Regulars
13492,0,2,Loyal Regulars
13493,1,2,Dormant
13494,1,2,Dormant
13495,0,0,Loyal Regulars
13496,0,0,Loyal Regulars
13497,1,2,Dormant
13499,0,0,Loyal Regulars
13500,0,0,Loyal Regulars
13501,1,2,Dormant
13502,0,0,Loyal Regulars
13503,0,0,Loyal Regulars
13504,0,0,Loyal Regulars
13505,0,0,Loyal Regulars
13506,1,2,Dormant
13507,0,0,Loyal Regulars
13508,1,2,Dormant
13509,0,0,Loyal Regulars
13510,0,0,Loyal Regulars
13512,1,2,Dormant
13513,0,0,Loyal Regulars
13514,0,0,Loyal Regulars
13515,0,0,Loyal Regulars
13516,0,0,Loyal Regulars
13517,0,0,Loyal Regulars
13518,0,0,Loyal Regulars
13519,0,0,Loyal Regulars
13520,0,0,Loyal Regulars
13521,0,0,Loyal Regulars
13522,0,0,Loyal Regulars
13523,0,0,Loyal Regulars
13524,0,0,Loyal Regulars
13525,0,0,Loyal Regulars
13527,0,0,Loyal Regulars
13529,0,0,Loyal Regulars
13531,1,2,Dormant
13532,0,0,Loyal Regulars
13533,1,2,Dormant
13534,3,3,VIP Champions
13536,0,0,Loyal Regulars
13538,0,0,Loyal Regulars
13539,0,0,Loyal Regulars
13544,0,0,Loyal Regulars
13546,0,0,Loyal Regulars
13548,0,0,Loyal Regulars
13549,0,0,Loyal Regulars
13551,1,2,Dormant
13552,0,0,Loyal Regulars
13555,0,0,Loyal Regulars
13557,0,0,Loyal Regulars
13558,0,0,Loyal Regulars
13560,0,0,Loyal Regulars
13561,1,2,Dormant
13562,0,0,Loyal Regulars
13563,0,0,Loyal Regulars
13564,0,2,Loyal Regulars
13565,0,0,Loyal Regulars
13566,0,0,Loyal Regulars
13568,1,2,Dormant
13569,0,0,Loyal Regulars
13570,1,2,Dormant
13571,0,0,Loyal Regulars
13572,1,2,Dormant
13573,0,0,Loyal Regulars
13575,0,0,Loyal Regulars
13576,3,3,VIP Champions
13577,0,0,Loyal Regulars
13579,0,0,Loyal Regulars
13581,1,2,Dormant
13583,1,2,Dormant
13584,1,2,Dormant
13587,0,0,Loyal Regulars
13588,0,0,Loyal Regulars
13589,0,0,Loyal Regulars
13590,0,0,Loyal Regulars
13591,0,0,Loyal Regulars
13592,0,0,Loyal Regulars
