CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,total_orders,unique_products,total_quantity,avg_quantity,std_quantity,avg_unit_price,std_unit_price,max_unit_price,total_revenue,avg_revenue,std_revenue,max_revenue,avg_items_per_order,std_items_per_order,avg_unique_products_per_order,std_unique_products_per_order,avg_order_value,std_order_value,customer_lifetime_days,days_since_first,avg_days_between_purchases,std_days_between_purchases,min_days_between_purchases,max_days_between_purchases,preferred_day,weekend_purchase_ratio,unique_products_diversity,products_per_order,primary_country,is_uk,revenue_trend,Recency_scaled,Frequency_scaled,Monetary_scaled,total_orders_scaled,total_quantity_scaled,total_revenue_scaled,avg_quantity_scaled,avg_unit_price_scaled,avg_revenue_scaled,max_revenue_scaled,avg_items_per_order_scaled,avg_order_value_scaled,customer_lifetime_days_scaled,days_since_first_scaled,avg_days_between_purchases_scaled,unique_products_scaled,products_per_order_scaled,weekend_purchase_ratio_scaled,revenue_trend_scaled
12357,33,1,6207.67,4,1,5,New Customers,1,131,2708,20.671755725190838,16.324800740021583,3.3486259541984733,3.548572359383803,25.0,6207.67,47.38679389312977,39.56476161876249,237.6,2708.0,84.11557019837392,131.0,7.7781745930520225,6207.67,118.32706040885154,0,33,0.0,0.0,0.0,0.0,6,1.0,131,131.0,Switzerland,0,0.0,-0.5953485042211982,-0.4250965025587132,0.46292206951334686,-0.4250965025587132,0.3014760895532922,0.46292206951334686,-0.02028493172181688,-0.03280207317208614,-0.014304076728352575,0.016954515727673064,1.8707172040370867,3.2232981797541895,-0.9880647720874756,-1.6145206857431638,-0.29980988105805684,0.8142144912047959,6.5431280533278375,3.104914295082499,0.02040195830430157
12358,2,2,1168.06,5,2,4,Potential Loyalists,2,13,248,13.052631578947368,9.413192186208827,8.27421052631579,11.483583120548642,40.0,1168.06,61.47684210526315,52.27752321904825,160.0,124.0,33.94112549695428,9.5,3.5355339059327378,584.03,140.2475589805399,149,151,8.277777777777779,35.11963679893186,0.0,149.0,1,0.0,13,6.5,Austria,0,1.0,-0.9053403195403357,-0.2951776193616089,-0.09801970325658912,-0.2951776193616089,-0.18632508469864748,-0.09801970325658912,-0.026616793095646237,0.11117422061250391,-0.004704310463280585,-0.00988604803629796,-0.09786768944577955,0.09262588105650665,0.14051505179225454,-0.6134422542103276,0.4677075525549941,-0.5682157729397274,-0.7103775040646532,-0.47232290469686866,1.7167354380866071
12359,58,4,6310.03,3,4,5,Loyal Customers,4,214,1609,6.56734693877551,5.022139009177348,8.664530612244898,20.736230674501794,145.0,6310.03,25.755224489795918,31.521902111972487,290.0,402.25,209.13532301678103,60.75,36.98085090061251,1577.5075,979.4729773837561,274,332,1.1188524590163935,11.298339817351385,0.0,132.0,3,0.0,214,53.5,Cyprus,0,0.8001631683871501,-0.345355104770281,-0.03533985296740041,0.47431541143082273,-0.03533985296740041,0.08355190642203945,0.47431541143082273,-0.03200637889621876,0.12258339216137427,-0.02904199721608142,0.035078813939426697,0.11411324964539983,0.6456933762427964,1.0873102060537732,0.9221102551747855,-0.19606962721344987,1.7866018803911978,2.02789367021203,-0.47232290469686866,1.3777455301281107
12360,52,3,2662.06,3,3,5,Need Attention,3,105,1165,9.031007751937985,4.868486007759694,3.5496899224806198,6.400394389457637,40.0,2662.06,20.63612403100775,21.39461772670865,160.0,388.3333333333333,131.5839402561473,43.0,12.12435565298214,887.3533333333334,306.0543908087798,148,201,1.15625,9.37951990779845,0.0,88.0,1,0.0,105,35.0,Austria,0,-0.06502112238093434,-0.4053535206385011,-0.16525873616450468,0.06827233293634731,-0.16525873616450468,-0.004490256735627704,0.06827233293634731,-0.029958957376151823,-0.026924913914531858,-0.03252971898622209,-0.00988604803629796,0.10351102837309464,0.2614855444089457,0.13294069055816238,-0.18925647813709193,-0.19260211872871713,0.5096112126644772,0.9500635271456759,-0.47232290469686866,-0.08989554848349993
12361,287,1,189.9,1,1,1,Hibernating,1,10,91,9.1,3.6651512019742554,3.335,4.129571540863665,15.0,189.9,18.990000000000002,3.280396317520186,23.4,91.0,84.11557019837392,10.0,7.7781745930520225,189.9,118.32706040885154,0,287,0.0,0.0,0.0,0.0,4,0.0,10,10.0,Belgium,0,0.0,1.9445844342001213,-0.4250965025587132,-0.20689535126360564,-0.4250965025587132,-0.21745711086025502,-0.20689535126360564,-0.029901621474778838,-0.03320036384318337,-0.033651248572429224,-0.05713374146617479,-0.12300828599567684,-0.12678572300878158,-0.9880647720874756,0.5403430567088734,-0.29980988105805684,-0.6033623050789949,-0.5064636932142619,-0.47232290469686866,0.02040195830430157
12362,3,10,5226.2300000000005,5,5,5,Champions,10,201,2229,8.3796992481203,5.839569115643449,3.94093984962406,4.1170938940249275,29.95,5226.2300000000005,19.64748120300752,9.664671282056695,60.0,222.9,59.27797042559553,26.6,7.848566748139433,522.623,166.05058794435706,292,296,1.0830188679245283,7.3366487645477205,0.0,70.0,3,0.0,201,20.1,Belgium,0,0.3180242088695185,-0.8953405835622991,0.7441734462152251,0.35368133591147577,0.7441734462152251,0.20649366578634945,0.35368133591147577,-0.030500226303998738,-0.015488562831966026,-0.03320329653014201,-0.04447440340224,-0.02252208342199647,0.05844069248715863,1.2236487082674319,0.6166964964020558,-0.1993921259093923,1.6343002411210386,0.08197330381115303,-0.47232290469686866,0.5598770711909467
12363,110,2,552.0,2,2,3,About to Sleep,2,23,408,17.73913043478261,9.250146884850228,2.3117391304347827,2.4585576928056323,7.95,552.0,24.0,15.751238912311859,69.36,204.0,110.30865786510141,11.5,6.363961030678928,276.0,32.668333290818495,132,242,6.0,28.142494558940577,0.0,132.0,0,0.0,23,11.5,Unspecified,0,-0.9999999999999998,0.17463116608762697,-0.2951776193616089,-0.16659123727065903,-0.2951776193616089,-0.1545981790562449,-0.16659123727065903,-0.02272208544760388,-0.0631105816899693,-0.030237858620605303,-0.041236933339987826,-0.03692078871875583,-0.07885397685897995,0.011750910812688004,0.15857585824296133,0.2565114802185169,-0.4510606658088356,-0.41907205999266567,-0.47232290469686866,-1.6759315214780035
12364,8,4,1313.1,5,4,4,Champions,4,70,1506,17.71764705882353,19.43586018329073,1.910235294117647,3.29279551823826,15.0,1313.1,15.448235294117646,8.910810071730502,64.8,376.5,180.37461018668898,21.25,13.744695946679455,328.275,223.8464428278159,104,112,1.2261904761904763,6.421633599308174,0.0,37.0,4,0.25882352941176473,70,17.5,Belgium,0,-0.4161353304404985,-0.8453419036721156,-0.03533985296740041,-0.08187579634265105,-0.03533985296740041,0.0631277109147428,-0.08187579634265105,-0.022739939174069516,-0.07484665757027581,-0.03606430726679718,-0.042814162344674785,0.09449596597388907,-0.049752559553743254,-0.20033120374189214,-0.9443071595474514,-0.18611722190828087,0.09956833770635587,-0.06950552710628058,0.45355025289308537,-0.6855023348421887
12365,291,2,641.38,1,2,3,Hibernating,2,22,174,7.909090909090909,3.926819759030636,17.150454545454547,67.84281008873329,320.69,641.38,29.153636363636362,65.1966351414414,320.69,87.0,121.62236636408618,11.0,14.142135623730951,320.69,0.0,0,291,0.0,0.0,0.0,0.0,0,0.0,22,11.0,Cyprus,0,0.0,1.9845833781122681,-0.2951776193616089,-0.15664265481087009,-0.2951776193616089,-0.20099877855825868,-0.15664265481087009,-0.030891324638519433,0.37062945844103307,-0.026726607008032303,0.04569398020123431,-0.12605563103202802,-0.05397511814313053,-0.9880647720874756,0.5742779187947323,-0.29980988105805684,-0.46277617652192476,-0.4482026043998644,-0.47232290469686866,0.02040195830430157
12367,4,1,168.9,5,1,1,New Customers,1,11,173,15.727272727272727,16.67987355522163,3.2,5.0844311382887275,18.0,168.9,15.354545454545455,5.648958069655612,23.4,173.0,84.11557019837392,11.0,7.7781745930520225,168.9,118.32706040885154,0,4,0.0,0.0,0.0,0.0,0,0.0,11,11.0,Denmark,0,0.0,-0.8853408475842623,-0.4250965025587132,-0.20923278952334573,-0.4250965025587132,-0.2011970717185237,-0.20923278952334573,-0.02439403669335218,-0.03714645376943237,-0.03612813959354043,-0.05713374146617479,-0.06053771275047752,-0.13847639280141613,-0.9880647720874756,-1.8605484358656406,-0.29980988105805684,-0.5916467943659057,-0.4482026043998644,-0.47232290469686866,0.02040195830430157
12370,51,4,3541.94,3,4,5,Loyal Customers,4,143,2352,14.168674698795181,32.68020224599279,2.794578313253012,3.391570048939011,40.0,3541.94,21.33698795180723,21.13609480485583,163.2,588.0,452.0715282636882,41.5,31.55418619877031,885.4849999999999,543.5706009035686,309,360,1.8666666666666667,18.486492541963308,0.0,223.0,1,0.0,143,35.75,Cyprus,0,-0.9369493761956952,-0.4153532566165378,-0.03533985296740041,0.16620876988778033,-0.03533985296740041,0.23088372449894642,0.16620876988778033,-0.02568930718172049,-0.0489970495765077,-0.032052209631960045,-0.008779220664587818,0.25562433477095803,0.26044544592977553,1.3524128492469982,1.1596542897757975,-0.12673212421645613,0.954800619761866,0.993759343756474,-0.47232290469686866,-1.5689766373976024
12371,45,2,1887.96,3,2,4,Need Attention,2,63,591,9.380952380952381,5.971514562915777,3.8742857142857146,5.051917462318931,40.0,1887.96,29.96761904761905,44.277857887191665,360.0,295.5,405.1721856198917,31.5,43.1335136523794,943.98,825.8724361546401,14,60,0.22580645161290322,1.778001778002667,0.0,14.0,1,0.0,63,31.5,Switzerland,0,0.0,-0.47535167248475796,-0.2951776193616089,-0.017890093581023565,-0.2951776193616089,-0.11831053072774696,-0.017890093581023565,-0.029668136431788054,-0.017436882920865905,-0.026172028102949434,0.059290662695586124,0.03278722898777755,0.29300952828787835,-0.8820237148101855,-1.3854603666636165,-0.2788730556336697,0.017559762714731617,0.7461497162952846,-0.47232290469686866,0.02040195830430157
12372,72,3,1298.04,3,3,4,Need Attention,3,34,794,15.26923076923077,9.838131865977811,3.001346153846154,3.880862057481637,18.0,1298.04,24.962307692307693,16.38258168926466,70.80000000000001,264.6666666666667,90.16281569102273,17.333333333333332,3.785938897200182,432.68,72.3466847892839,224,297,4.392156862745098,22.709538464154264,0.0,141.0,2,0.0,34,11.333333333333334,Denmark,0,-0.11126978414348006,-0.2053588010777673,-0.16525873616450468,-0.08355207349463606,-0.16525873616450468,-0.07805701919394868,-0.08355207349463606,-0.024774691756329327,-0.04295316444438283,-0.029582223609131066,-0.04073886102271826,0.009297277665903839,0.008369553765304844,0.7085921443491656,0.6251802119235206,0.10743189974570959,-0.32219004796485456,-0.4287822414617319,-0.47232290469686866,-0.16834870182643394
12373,311,1,364.6,1,1,2,Hibernating,1,14,197,14.071428571428571,7.7901741435486,4.582142857142857,10.219544005009698,40.0,364.6,26.042857142857144,10.260282968486132,40.0,197.0,84.11557019837392,14.0,7.7781745930520225,364.6,118.32706040885154,0,311,0.0,0.0,0.0,0.0,1,0.0,14,14.0,Austria,0,0.0,2.184578097673002,-0.4250965025587132,-0.18745009107424424,-0.4250965025587132,-0.1964380358721633,-0.18745009107424424,-0.025770123425924978,0.00325399071359316,-0.028846028671615224,-0.05139207447542841,-0.042253642532370406,-0.029530484305293238,-0.9880647720874756,0.7439522292240266,-0.29980988105805684,-0.5565002622266382,-0.2734193379566719,-0.47232290469686866,0.02040195830430157
12374,25,1,742.9300000000001,4,1,3,New Customers,1,33,342,10.363636363636363,6.527912098338669,4.21969696969697,7.309977549917853,40.0,742.9300000000001,22.513030303030305,19.774010639733735,120.0,342.0,84.11557019837392,33.0,7.7781745930520225,742.9300000000001,118.32706040885154,0,25,0.0,0.0,0.0,0.0,0,0.0,33,33.0,Austria,0,0.0,-0.6753463920454919,-0.4250965025587132,-0.1453394712262699,-0.4250965025587132,-0.16768552763373598,-0.1453394712262699,-0.028851478423176227,-0.007340409769818675,-0.031250953914478165,-0.023721390182674777,0.0682126150353601,0.18108528248744143,-0.9880647720874756,-1.6823904099148814,-0.29980988105805684,-0.33390555867794375,0.8335413495168809,-0.47232290469686866,0.02040195830430157
12375,11,2,457.5,5,2,2,Potential Loyalists,2,14,178,10.470588235294118,7.220782913393322,6.912941176470589,12.565686792166337,40.0,457.5,26.91176470588235,14.672205115154863,62.400000000000006,89.0,2.8284271247461903,8.5,3.5355339059327378,228.75,2.1920310216782832,87,98,5.4375,21.75,0.0,87.0,4,0.0,14,7.0,Finland,0,-0.9999999999999998,-0.8153426957380054,-0.2951776193616089,-0.17710970943948934,-0.2951776193616089,-0.2002056059171986,-0.17710970943948934,-0.02876259623514384,0.07138391492112853,-0.028254028602814018,-0.04364428287345739,-0.12453195851385243,-0.10515798389240769,-0.3290953447214587,-1.0630791768479575,0.2043563525988381,-0.5565002622266382,-0.6812469596574544,-0.47232290469686866,-1.6759315214780035
12377,315,2,1628.12,1,2,4,Hibernating,2,72,944,12.25974025974026,6.885152976557214,2.718831168831169,4.650517224778668,40.0,1628.1200000000001,21.144415584415587,15.531661592534688,80.0,472.0,186.67619023324855,38.5,6.363961030678928,814.06,265.10847440246033,39,355,0.5131578947368421,4.473606810475954,0.0,39.0,0,0.0,72,36.0,Switzerland,0,-1.0,2.2245770415851487,-0.2951776193616089,-0.04681199631487405,-0.2951776193616089,-0.048313045154196266,-0.046811996314874024,-0.02727572420391639,-0.05121116101017558,-0.03218341214370726,-0.037556732329051594,0.16725132871677365,0.22068325117077925,-0.6926646839578818,1.117235712168474,-0.2522297646330867,0.12299935913253424,1.0083246159600734,-0.47232290469686866,-1.675931521478004
12378,130,1,4008.62,2,1,5,About to Sleep,1,219,2529,11.547945205479452,20.26841065621806,2.9974429223744297,2.996434707163832,16.95,4008.62,18.30420091324201,8.958342412809236,69.36,2529.0,84.11557019837392,219.0,7.7781745930520225,4008.62,118.32706040885154,0,130,0.0,0.0,0.0,0.0,1,0.0,219,219.0,Switzerland,0,0.0,0.3746258856483608,-0.4250965025587132,0.2181533264142325,-0.4250965025587132,0.2659816138658543,0.2181533264142325,-0.027867260386245027,-0.04306725705468201,-0.034118494023868295,-0.041236933339987826,1.7343485136603711,1.9990902079688087,-0.9880647720874756,-0.7916002801610865,-0.29980988105805684,1.8451794339566436,11.670103868994817,-0.47232290469686866,0.02040195830430157
12379,82,2,852.24,2,2,3,About to Sleep,2,39,407,10.175,7.167903888435319,2.86625,3.0531376777812,15.0,852.24,21.306,12.201029969133439,76.19999999999999,203.5,10.606601717798213,20.0,0.0,426.12,47.68728132322072,88,170,2.2564102564102564,14.091277534847666,0.0,88.0,0,0.0,39,19.5,Belgium,0,-0.9999999999999999,-0.1053614412974004,-0.2951776193616089,-0.13317254855140384,-0.2951776193616089,-0.1547964722165099,-0.13317254855140384,-0.029008244382318343,-0.04690206497599241,-0.032073322199490266,-0.038871089832957395,-0.037301706848299726,0.004717611201510432,-0.3215209834873665,-0.45225165930249805,-0.0905950101506274,-0.2636124943994087,0.04701665052251444,-0.47232290469686866,-1.6759315214780037
12380,22,4,2724.81,4,4,5,Champions,4,77,1127,10.836538461538462,9.036184624143818,3.378653846153846,3.9072909338979334,24.95,2724.81,26.200096153846154,27.08885288224848,157.92000000000002,281.75,36.89060404312549,26.0,8.04155872120988,681.2025000000001,252.02131541796226,164,186,1.5728155339805825,11.198390939867625,0.0,107.0,4,0.0,77,19.25,Belgium,0,0.5754530847802161,-0.7053455999796019,-0.03533985296740041,0.07525682106961823,-0.03533985296740041,-0.012025396825698318,0.07525682106961823,-0.028458473863881114,-0.03192434900948177,-0.028738899318292946,-0.010605485827909548,0.022311980425320347,0.14672167202911532,0.2541304703036368,-0.3165122109590626,-0.15397806790788704,0.18157691269798013,0.032451378318915064,-0.47232290469686866,0.9965622920609876
12381,5,5,1845.31,5,4,4,Champions,5,70,808,9.28735632183908,7.115178740628606,4.683218390804598,7.387123853289851,40.0,1845.31,21.21045977011494,25.892950235134975,240.0,161.6,235.49585983621878,17.4,25.676837811537464,369.062,530.5532164825693,115,120,1.313953488372093,7.561919500959243,0.0,60.0,4,0.1839080459770115,70,14.0,Norway,0,-0.6762566550090583,-0.8753411116062256,0.09457903022970385,-0.02263731937997186,0.09457903022970385,-0.07528091495023846,-0.02263731937997186,-0.029745919292398657,0.006208458455614167,-0.032138415225575014,0.017784636256455676,-0.06922264610407841,-0.027046495323639178,-0.11701323016687852,-0.8764374353757337,-0.17797981550717928,0.09956833770635587,-0.2734193379566719,0.18555979871083111,-1.1267548465131563
12383,185,5,1850.56,1,4,4,Loyal Customers,5,84,1532,15.474747474747474,18.710110458090504,3.086969696969697,4.1245092359998266,18.0,1850.56,18.69252525252525,12.680055152091024,72.0,306.4,339.7871392504431,19.8,13.6088206689632,370.11199999999997,253.75093806723163,167,352,1.683673469387755,8.825451641461967,0.0,60.0,2,0.0,84,16.8,Belgium,0,-0.9418505426735544,0.9246113644403788,0.09457903022970385,-0.022052959815036844,0.09457903022970385,0.06828333308163322,-0.022052959815036844,-0.02460389741509531,-0.04045036295571942,-0.03385392268699044,-0.04032380075832696,0.041091244211834514,-0.026461961834007477,0.2768535540059132,1.0917845656040799,-0.14369929498554893,0.2635854876896044,-0.11028828927635881,-0.47232290469686866,-1.5772906501839816
12384,29,2,585.27,4,2,3,Potential Loyalists,2,26,126,4.666666666666667,3.3512339862756866,7.87925925925926,9.820554553480761,40.0,585.27,21.676666666666666,17.295302608156128,80.0,63.0,1.4142135623730951,13.5,0.7071067811865476,292.635,0.07778174593052987,92,122,3.5384615384615383,18.042684432712928,0.0,92.0,2,0.0,26,13.0,Switzerland,0,-1.0,-0.6353474481333451,-0.2951776193616089,-0.16288806722772797,-0.2951776193616089,-0.21051685025097946,-0.16288806722772797,-0.033585936305701204,0.09962967826960722,-0.03182078130618167,-0.037556732329051594,-0.14433970125013515,-0.06959329628752874,-0.2912235385509979,-0.8594700043328043,0.028277075592230222,-0.41591413366956803,-0.3316804267710694,-0.47232290469686866,-1.675931521478004
12386,338,2,401.9,1,2,2,Hibernating,2,10,354,35.4,38.73614447630131,2.391,2.1980620252091767,6.75,401.9,40.19,22.821064830546362,75.0,177.0,52.32590180780452,5.0,4.242640687119285,200.95000000000002,81.95367593952088,29,367,3.2222222222222223,9.666666666666666,0.0,29.0,2,0.0,10,5.0,Australia,0,-1.0,2.4545709690799926,-0.2951776193616089,-0.18329835549861065,-0.2951776193616089,-0.16530600971055578,-0.18329835549861065,-0.008045047026675509,-0.06079376303117641,-0.019207362947944773,-0.0392861500973487,-0.057490367714126335,-0.1206342039036096,-0.7684082962988033,1.2190402984260504,-0.0010447055576746416,-0.6033623050789949,-0.7977691372862494,-0.47232290469686866,-1.675931521478004
12388,16,6,2780.6600000000003,4,4,5,Champions,6,57,1462,14.62,14.77356361268945,2.7777,1.8882758182152746,11.15,2780.6600000000003,27.806600000000003,16.84279813241532,81.36,243.66666666666666,177.50793409497692,16.666666666666668,10.98483803552272,463.4433333333333,327.1524836321233,311,327,3.121212121212121,15.983583879024469,0.0,126.0,3,0.22,57,9.5,Australia,0,0.3385855216296666,-0.7653440158478221,0.2244979134268081,0.08147329377468888,0.2244979134268081,0.05440281186308208,0.08147329377468888,-0.02531423398605145,-0.04949040766465426,-0.027644363572578767,-0.03708633069607478,-0.00670128377493991,0.025495457180578524,1.3675615717151826,0.879691677567462,-0.010410385040445263,-0.05273330156380346,-0.5355942376214606,0.3146692792545922,0.594755914414261
