CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,total_orders,unique_products,total_quantity,avg_quantity,std_quantity,avg_unit_price,std_unit_price,max_unit_price,total_revenue,avg_revenue,std_revenue,max_revenue,avg_items_per_order,std_items_per_order,avg_unique_products_per_order,std_unique_products_per_order,avg_order_value,std_order_value,customer_lifetime_days,days_since_first,avg_days_between_purchases,std_days_between_purchases,min_days_between_purchases,max_days_between_purchases,preferred_day,weekend_purchase_ratio,unique_products_diversity,products_per_order,primary_country,is_uk,revenue_trend
12357,33,1,6207.67,4,1,5,New Customers,1,131,2708,20.671755725190838,16.324800740021583,3.3486259541984733,3.548572359383803,25.0,6207.67,47.38679389312977,39.56476161876249,237.6,2708.0,84.11557019837392,131.0,7.7781745930520225,6207.67,118.32706040885154,0,33,0.0,0.0,0.0,0.0,6,1.0,131,131.0,Switzerland,0,0.0
12358,2,2,1168.06,5,2,4,Potential Loyalists,2,13,248,13.052631578947368,9.413192186208827,8.27421052631579,11.483583120548642,40.0,1168.06,61.47684210526315,52.27752321904825,160.0,124.0,33.94112549695428,9.5,3.5355339059327378,584.03,140.2475589805399,149,151,8.277777777777779,35.11963679893186,0.0,149.0,1,0.0,13,6.5,Austria,0,1.0
12359,58,4,6310.03,3,4,5,Loyal Customers,4,214,1609,6.56734693877551,5.022139009177348,8.664530612244898,20.736230674501794,145.0,6310.03,25.755224489795918,31.521902111972487,290.0,402.25,209.13532301678103,60.75,36.98085090061251,1577.5075,979.4729773837561,274,332,1.1188524590163935,11.298339817351385,0.0,132.0,3,0.0,214,53.5,Cyprus,0,0.8001631683871501
12360,52,3,2662.06,3,3,5,Need Attention,3,105,1165,9.031007751937985,4.868486007759694,3.5496899224806198,6.400394389457637,40.0,2662.06,20.63612403100775,21.39461772670865,160.0,388.3333333333333,131.5839402561473,43.0,12.12435565298214,887.3533333333334,306.0543908087798,148,201,1.15625,9.37951990779845,0.0,88.0,1,0.0,105,35.0,Austria,0,-0.06502112238093434
12361,287,1,189.9,1,1,1,Hibernating,1,10,91,9.1,3.6651512019742554,3.335,4.129571540863665,15.0,189.9,18.990000000000002,3.280396317520186,23.4,91.0,84.11557019837392,10.0,7.7781745930520225,189.9,118.32706040885154,0,287,0.0,0.0,0.0,0.0,4,0.0,10,10.0,Belgium,0,0.0
12362,3,10,5226.2300000000005,5,5,5,Champions,10,201,2229,8.3796992481203,5.839569115643449,3.94093984962406,4.1170938940249275,29.95,5226.2300000000005,19.64748120300752,9.664671282056695,60.0,222.9,59.27797042559553,26.6,7.848566748139433,522.623,166.05058794435706,292,296,1.0830188679245283,7.3366487645477205,0.0,70.0,3,0.0,201,20.1,Belgium,0,0.3180242088695185
12363,110,2,552.0,2,2,3,About to Sleep,2,23,408,17.73913043478261,9.250146884850228,2.3117391304347827,2.4585576928056323,7.95,552.0,24.0,15.751238912311859,69.36,204.0,110.30865786510141,11.5,6.363961030678928,276.0,32.668333290818495,132,242,6.0,28.142494558940577,0.0,132.0,0,0.0,23,11.5,Unspecified,0,-0.9999999999999998
12364,8,4,1313.1,5,4,4,Champions,4,70,1506,17.71764705882353,19.43586018329073,1.910235294117647,3.29279551823826,15.0,1313.1,15.448235294117646,8.910810071730502,64.8,376.5,180.37461018668898,21.25,13.744695946679455,328.275,223.8464428278159,104,112,1.2261904761904763,6.421633599308174,0.0,37.0,4,0.25882352941176473,70,17.5,Belgium,0,-0.4161353304404985
12365,291,2,641.38,1,2,3,Hibernating,2,22,174,7.909090909090909,3.926819759030636,17.150454545454547,67.84281008873329,320.69,641.38,29.153636363636362,65.1966351414414,320.69,87.0,121.62236636408618,11.0,14.142135623730951,320.69,0.0,0,291,0.0,0.0,0.0,0.0,0,0.0,22,11.0,Cyprus,0,0.0
12367,4,1,168.9,5,1,1,New Customers,1,11,173,15.727272727272727,16.67987355522163,3.2,5.0844311382887275,18.0,168.9,15.354545454545455,5.648958069655612,23.4,173.0,84.11557019837392,11.0,7.7781745930520225,168.9,118.32706040885154,0,4,0.0,0.0,0.0,0.0,0,0.0,11,11.0,Denmark,0,0.0
12370,51,4,3541.94,3,4,5,Loyal Customers,4,143,2352,14.168674698795181,32.68020224599279,2.794578313253012,3.391570048939011,40.0,3541.94,21.33698795180723,21.13609480485583,163.2,588.0,452.0715282636882,41.5,31.55418619877031,885.4849999999999,543.5706009035686,309,360,1.8666666666666667,18.486492541963308,0.0,223.0,1,0.0,143,35.75,Cyprus,0,-0.9369493761956952
12371,45,2,1887.96,3,2,4,Need Attention,2,63,591,9.380952380952381,5.971514562915777,3.8742857142857146,5.051917462318931,40.0,1887.96,29.96761904761905,44.277857887191665,360.0,295.5,405.1721856198917,31.5,43.1335136523794,943.98,825.8724361546401,14,60,0.22580645161290322,1.778001778002667,0.0,14.0,1,0.0,63,31.5,Switzerland,0,0.0
12372,72,3,1298.04,3,3,4,Need Attention,3,34,794,15.26923076923077,9.838131865977811,3.001346153846154,3.880862057481637,18.0,1298.04,24.962307692307693,16.38258168926466,70.80000000000001,264.6666666666667,90.16281569102273,17.333333333333332,3.785938897200182,432.68,72.3466847892839,224,297,4.392156862745098,22.709538464154264,0.0,141.0,2,0.0,34,11.333333333333334,Denmark,0,-0.11126978414348006
12373,311,1,364.6,1,1,2,Hibernating,1,14,197,14.071428571428571,7.7901741435486,4.582142857142857,10.219544005009698,40.0,364.6,26.042857142857144,10.260282968486132,40.0,197.0,84.11557019837392,14.0,7.7781745930520225,364.6,118.32706040885154,0,311,0.0,0.0,0.0,0.0,1,0.0,14,14.0,Austria,0,0.0
12374,25,1,742.9300000000001,4,1,3,New Customers,1,33,342,10.363636363636363,6.527912098338669,4.21969696969697,7.309977549917853,40.0,742.9300000000001,22.513030303030305,19.774010639733735,120.0,342.0,84.11557019837392,33.0,7.7781745930520225,742.9300000000001,118.32706040885154,0,25,0.0,0.0,0.0,0.0,0,0.0,33,33.0,Austria,0,0.0
12375,11,2,457.5,5,2,2,Potential Loyalists,2,14,178,10.470588235294118,7.220782913393322,6.912941176470589,12.565686792166337,40.0,457.5,26.91176470588235,14.672205115154863,62.400000000000006,89.0,2.8284271247461903,8.5,3.5355339059327378,228.75,2.1920310216782832,87,98,5.4375,21.75,0.0,87.0,4,0.0,14,7.0,Finland,0,-0.9999999999999998
12377,315,2,1628.12,1,2,4,Hibernating,2,72,944,12.25974025974026,6.885152976557214,2.718831168831169,4.650517224778668,40.0,1628.1200000000001,21.144415584415587,15.531661592534688,80.0,472.0,186.67619023324855,38.5,6.363961030678928,814.06,265.10847440246033,39,355,0.5131578947368421,4.473606810475954,0.0,39.0,0,0.0,72,36.0,Switzerland,0,-1.0
12378,130,1,4008.62,2,1,5,About to Sleep,1,219,2529,11.547945205479452,20.26841065621806,2.9974429223744297,2.996434707163832,16.95,4008.62,18.30420091324201,8.958342412809236,69.36,2529.0,84.11557019837392,219.0,7.7781745930520225,4008.62,118.32706040885154,0,130,0.0,0.0,0.0,0.0,1,0.0,219,219.0,Switzerland,0,0.0
12379,82,2,852.24,2,2,3,About to Sleep,2,39,407,10.175,7.167903888435319,2.86625,3.0531376777812,15.0,852.24,21.306,12.201029969133439,76.19999999999999,203.5,10.606601717798213,20.0,0.0,426.12,47.68728132322072,88,170,2.2564102564102564,14.091277534847666,0.0,88.0,0,0.0,39,19.5,Belgium,0,-0.9999999999999999
12380,22,4,2724.81,4,4,5,Champions,4,77,1127,10.836538461538462,9.036184624143818,3.378653846153846,3.9072909338979334,24.95,2724.81,26.200096153846154,27.08885288224848,157.92000000000002,281.75,36.89060404312549,26.0,8.04155872120988,681.2025000000001,252.02131541796226,164,186,1.5728155339805825,11.198390939867625,0.0,107.0,4,0.0,77,19.25,Belgium,0,0.5754530847802161
12381,5,5,1845.31,5,4,4,Champions,5,70,808,9.28735632183908,7.115178740628606,4.683218390804598,7.387123853289851,40.0,1845.31,21.21045977011494,25.892950235134975,240.0,161.6,235.49585983621878,17.4,25.676837811537464,369.062,530.5532164825693,115,120,1.313953488372093,7.561919500959243,0.0,60.0,4,0.1839080459770115,70,14.0,Norway,0,-0.6762566550090583
12383,185,5,1850.56,1,4,4,Loyal Customers,5,84,1532,15.474747474747474,18.710110458090504,3.086969696969697,4.1245092359998266,18.0,1850.56,18.69252525252525,12.680055152091024,72.0,306.4,339.7871392504431,19.8,13.6088206689632,370.11199999999997,253.75093806723163,167,352,1.683673469387755,8.825451641461967,0.0,60.0,2,0.0,84,16.8,Belgium,0,-0.9418505426735544
12384,29,2,585.27,4,2,3,Potential Loyalists,2,26,126,4.666666666666667,3.3512339862756866,7.87925925925926,9.820554553480761,40.0,585.27,21.676666666666666,17.295302608156128,80.0,63.0,1.4142135623730951,13.5,0.7071067811865476,292.635,0.07778174593052987,92,122,3.5384615384615383,18.042684432712928,0.0,92.0,2,0.0,26,13.0,Switzerland,0,-1.0
12386,338,2,401.9,1,2,2,Hibernating,2,10,354,35.4,38.73614447630131,2.391,2.1980620252091767,6.75,401.9,40.19,22.821064830546362,75.0,177.0,52.32590180780452,5.0,4.242640687119285,200.95000000000002,81.95367593952088,29,367,3.2222222222222223,9.666666666666666,0.0,29.0,2,0.0,10,5.0,Australia,0,-1.0
12388,16,6,2780.6600000000003,4,4,5,Champions,6,57,1462,14.62,14.77356361268945,2.7777,1.8882758182152746,11.15,2780.6600000000003,27.806600000000003,16.84279813241532,81.36,243.66666666666666,177.50793409497692,16.666666666666668,10.98483803552272,463.4433333333333,327.1524836321233,311,327,3.121212121212121,15.983583879024469,0.0,126.0,3,0.22,57,9.5,Australia,0,0.3385855216296666
12390,80,1,549.84,2,1,3,About to Sleep,1,32,353,11.03125,9.454421648608518,3.996875,4.704499176320471,16.95,549.84,17.1825,7.172142344268664,45.0,353.0,84.11557019837392,32.0,7.7781745930520225,549.84,118.32706040885154,0,80,0.0,0.0,0.0,0.0,2,0.0,32,32.0,Belgium,0,0.0
12391,22,1,439.66,4,1,2,New Customers,1,92,293,3.150537634408602,5.289337586041539,2.416774193548387,2.204852928788598,16.95,439.66,4.72752688172043,5.703881336025948,29.5,293.0,84.11557019837392,92.0,7.7781745930520225,439.66,118.32706040885154,0,22,0.0,0.0,0.0,0.0,4,0.0,92,92.0,Cyprus,0,0.0
12393,72,4,1582.6,3,4,4,Loyal Customers,4,47,816,12.75,8.427091610744066,2.2796875,1.0943113638773525,4.95,1582.6000000000001,24.728125000000002,18.045403220237354,141.60000000000002,204.0,100.65121294185514,15.75,8.99536917900909,395.65,151.42475579199942,260,333,4.111111111111111,24.016869817740478,0.0,173.0,2,0.0,47,11.75,Australia,0,-0.5409111318405804
12394,64,2,1272.48,3,2,4,Need Attention,2,26,819,30.333333333333332,65.8629112393544,3.3707407407407404,4.237259569694623,18.0,1272.48,47.12888888888889,64.92458923381407,266.24,409.5,321.7335854398791,13.5,10.606601717798213,636.24,360.850732575119,153,217,5.884615384615385,30.005768676142157,0.0,153.0,4,0.0,26,13.0,Belgium,0,0.9999999999999999
12395,19,12,3018.63,4,5,5,Champions,12,91,2118,13.576923076923077,20.55395369282873,3.9688461538461537,5.288353114160364,39.95,3018.63,19.350192307692307,12.640153861413182,76.5,176.5,138.51583434263526,13.0,3.3028912953790814,251.5525,74.69311385139987,351,371,2.232258064516129,9.561706196464929,0.0,55.0,4,0.09615384615384616,91,7.583333333333333,Belgium,0,0.0732692884714813
12397,36,2,2409.9,3,2,5,Need Attention,2,110,1263,10.023809523809524,7.13466387235086,3.4682539682539684,3.907965829812759,16.95,2409.9,19.126190476190477,15.703009487720134,127.5,631.5,102.5304832720494,63.0,9.899494936611665,1204.9499999999998,13.944145724998656,99,135,0.792,8.854829190899167,0.0,99.0,2,0.0,110,55.0,Belgium,0,-0.9999999999999999
12398,46,1,1635.66,3,1,4,Promising,1,85,1394,16.4,8.449006704087427,1.992705882352941,4.418517955646412,40.0,1635.6599999999999,19.24305882352941,22.43008874276701,200.0,1394.0,84.11557019837392,85.0,7.7781745930520225,1635.6599999999999,118.32706040885154,0,46,0.0,0.0,0.0,0.0,1,0.0,85,85.0,Switzerland,0,0.0
12399,119,4,1108.65,2,4,4,Loyal Customers,4,47,1178,19.966101694915253,17.355279532310977,2.1145762711864404,3.59063164265291,15.0,1108.65,18.790677966101697,10.49116802024393,70.2,294.5,164.58128690710862,14.75,7.804912982645398,277.1625,150.3581919672708,142,262,2.4482758620689653,11.044046445369437,0.0,64.0,1,0.0,47,11.75,Belgium,0,-0.5032414572484684
12401,303,1,84.3,1,1,1,Hibernating,1,5,11,2.2,1.3038404810405297,9.68,4.7015423001393915,15.0,84.3,16.86,5.419340365764086,25.5,11.0,84.11557019837392,5.0,7.7781745930520225,84.3,118.32706040885154,0,303,0.0,0.0,0.0,0.0,2,0.0,5,5.0,Belgium,0,0.0
12402,323,1,225.6,1,1,1,Hibernating,1,11,94,8.545454545454545,3.110100846070312,3.290909090909091,3.9065853492415967,15.0,225.60000000000002,20.50909090909091,7.2340105813379285,35.400000000000006,94.0,84.11557019837392,11.0,7.7781745930520225,225.60000000000002,118.32706040885154,0,323,0.0,0.0,0.0,0.0,3,0.0,11,11.0,Belgium,0,0.0
12403,50,1,427.7,3,1,2,Promising,1,5,96,19.2,17.23948955160796,7.080000000000001,6.1142865487315845,18.0,427.7,85.53999999999999,64.97959679776415,166.0,96.0,84.11557019837392,5.0,7.7781745930520225,427.7,118.32706040885154,0,50,0.0,0.0,0.0,0.0,4,0.0,5,5.0,Denmark,0,0.0
12405,149,1,1710.39,2,1,4,About to Sleep,1,54,857,15.87037037037037,13.692094257024982,3.5442592592592597,5.52973560453343,40.0,1710.39,31.67388888888889,42.769103308331616,320.0,857.0,84.11557019837392,54.0,7.7781745930520225,1710.39,118.32706040885154,0,149,0.0,0.0,0.0,0.0,3,0.0,54,54.0,Finland,0,0.0
12406,22,2,3415.3,4,2,5,Potential Loyalists,2,92,1818,17.314285714285713,11.571113141813942,2.487047619047619,2.5465481628643007,14.95,3415.3,32.52666666666667,23.678103145939364,145.0,909.0,164.04877323527901,52.0,5.656854249492381,1707.65,122.1880517890353,161,184,1.5480769230769231,15.787348878623815,0.0,161.0,3,0.0,92,46.0,Denmark,0,0.9999999999999999
12407,50,5,1708.12,3,4,4,Loyal Customers,5,57,1416,18.38961038961039,32.064965240879935,3.2674025974025973,4.190483392100111,18.0,1708.12,22.18337662337662,16.695276404955607,90.0,283.2,140.50871859069815,15.4,10.691117808723277,341.62399999999997,214.99532292587205,214,264,2.789473684210526,13.572831480054738,0.0,84.0,2,0.19480519480519481,57,11.4,Belgium,0,0.3443353973600726
12408,33,5,2888.55,4,4,5,Champions,5,81,1409,13.41904761904762,11.482244614705845,3.0228571428571427,3.507851280256277,16.95,2888.55,27.51,24.172746971617563,122.4,281.8,145.5410594986858,21.0,11.113055385446433,577.71,286.6105120193605,227,260,2.173076923076923,12.7320727251112,0.0,84.0,4,0.0,81,16.2,Belgium,0,-0.366632097907552
12409,79,3,11072.67,2,3,5,Others,3,91,5551,50.92660550458716,35.73143299829228,3.574495412844037,3.5360310681973006,14.95,11072.67,101.58412844036697,61.50616794139595,300.0,1850.3333333333333,1643.080744617663,36.333333333333336,32.19213154380016,3690.89,3262.336652017998,103,183,0.9537037037037037,9.911179621088575,0.0,103.0,4,0.0,91,30.333333333333332,Switzerland,0,-0.9999999999999999
12410,309,2,693.33,1,2,3,Hibernating,2,26,211,8.115384615384615,7.067259288164957,6.335384615384616,7.7426399791126705,40.0,693.33,26.66653846153846,28.210280245656218,160.0,105.5,137.88582233137677,13.0,12.727922061357855,346.665,394.09182235869855,0,309,0.0,0.0,0.0,0.0,4,0.0,26,13.0,Switzerland,0,0.0
12412,75,3,1226.88,2,3,4,Others,3,43,829,13.59016393442623,9.468151965370236,2.7137704918032783,3.6180087359091258,18.0,1226.88,20.112786885245903,12.510621638051878,50.400000000000006,276.3333333333333,70.93894088110797,20.333333333333332,6.6583281184793925,408.96000000000004,93.57361380218249,94,169,1.55,8.888051396516484,0.0,62.0,0,0.0,43,14.333333333333334,Denmark,0,-0.9530464452140244
12413,67,3,758.1,3,3,3,Need Attention,3,29,286,7.526315789473684,4.554396996934929,4.798421052631579,5.880625783171972,29.95,758.1,19.95,10.267213627643855,54.0,95.33333333333333,78.48779098263202,12.666666666666666,10.263202878893768,252.70000000000002,203.7007056934266,270,337,7.27027027027027,31.887518150740636,0.0,169.0,3,0.10526315789473684,29,9.666666666666666,France,0,-0.6996784793396975
12414,217,3,562.4100000000001,1,3,3,Others,3,16,300,16.666666666666668,14.792684996705795,8.57,14.565386850943817,40.0,562.4100000000001,31.245000000000005,18.572886072412754,79.2,100.0,52.716221412388805,6.0,1.0,187.47000000000003,48.29698437790915,93,310,5.411764705882353,19.884223719853296,0.0,82.0,2,0.0,16,5.333333333333333,Austria,0,0.12516309409092166
12415,24,21,124914.53,4,5,5,Champions,21,444,77374,108.36694677871148,110.48858635083728,2.9370868347338934,13.231693132117266,350.0,124914.53,174.95032212885152,181.1023956131187,1718.4,3684.4761904761904,4680.309259216187,34.0,41.33642461558571,5948.310952380953,7774.349436419039,313,338,0.42496493688639553,3.5020530944829833,0.0,46.0,2,0.0,444,21.142857142857142,Australia,0,-0.007338145295795126
12417,3,9,3649.1,5,5,5,Champions,9,158,1552,8.083333333333334,8.691533663117402,5.337916666666666,5.252545614040316,29.95,3649.1,19.005729166666665,11.076127647062123,84.0,172.44444444444446,86.39749867778451,21.333333333333332,6.5383484153110105,405.4555555555555,81.78530783568515,354,358,1.8324607329842932,9.27777160842984,0.0,67.0,3,0.11979166666666667,158,17.555555555555557,Belgium,0,0.41248480577223057
12418,113,1,668.58,2,1,3,About to Sleep,1,34,407,11.970588235294118,10.27053831204827,3.5644117647058824,3.2194345364369275,9.95,668.58,19.664117647058823,16.13403350302239,68.0,407.0,84.11557019837392,34.0,7.7781745930520225,668.58,118.32706040885154,0,113,0.0,0.0,0.0,0.0,4,0.0,34,34.0,Switzerland,0,0.0
12420,64,1,600.39,3,1,3,Promising,1,29,345,11.89655172413793,18.970550160683658,4.707241379310345,4.092508745563326,16.95,600.39,20.70310344827586,9.201862041164851,39.8,345.0,84.11557019837392,29.0,7.7781745930520225,600.39,118.32706040885154,0,64,0.0,0.0,0.0,0.0,4,0.0,29,29.0,Cyprus,0,0.0
12421,16,4,807.04,4,4,3,Loyal Customers,4,32,484,10.755555555555556,8.602736233726493,4.520222222222222,7.743129062386063,28.0,807.04,17.93422222222222,11.561200883065126,56.0,121.0,37.282703764614496,11.25,2.0615528128088303,201.76,40.076354624641205,303,319,6.840909090909091,27.25157830446829,0.0,145.0,6,0.3111111111111111,32,8.0,Spain,0,0.17878420474097387
12422,96,3,803.5600000000001,2,3,3,Others,3,39,370,9.487179487179487,4.1540835639657345,3.26025641025641,6.334622693528457,40.0,803.5600000000001,20.604102564102565,17.520070403299535,120.0,123.33333333333333,47.353282181210346,13.0,5.0,267.8533333333333,137.20547559530317,229,325,6.0,27.583779017111944,0.0,156.0,4,0.0,39,13.0,Australia,0,-0.3308905843809789
12423,1,8,1859.31,5,5,4,Champions,8,97,1339,10.712,6.483000102003752,2.9135999999999997,4.1231729873813165,16.95,1859.31,14.87448,7.838852929581782,45.0,167.375,56.40399555249357,15.625,5.262739645035518,232.41375,83.74813634386993,352,354,2.814516129032258,13.968819479474428,0.0,100.0,0,0.0,97,12.125,Belgium,0,-0.30658823154529286
12424,163,2,1760.96,2,2,4,About to Sleep,2,30,740,24.666666666666668,27.88069822176865,2.780666666666667,1.6074523285328703,6.95,1760.96,58.69866666666667,62.474226064024606,306.0,370.0,229.1025971044414,15.0,11.313708498984761,880.48,828.502873380654,0,163,0.0,0.0,0.0,0.0,3,0.0,30,15.0,Australia,0,0.0
12425,78,1,777.2,2,1,3,About to Sleep,1,36,496,13.777777777777779,11.954941861867622,2.5644444444444443,2.484243425436685,12.75,777.2,21.58888888888889,14.685976941632408,70.80000000000001,496.0,84.11557019837392,36.0,7.7781745930520225,777.2,118.32706040885154,0,78,0.0,0.0,0.0,0.0,3,0.0,36,36.0,Portugal,0,0.0
12426,195,1,582.73,1,1,3,Hibernating,1,30,258,8.6,5.223290018818566,3.9363333333333332,4.266062937710336,18.0,582.73,19.424333333333333,11.490219434096032,72.0,258.0,84.11557019837392,30.0,7.7781745930520225,582.73,118.32706040885154,0,195,0.0,0.0,0.0,0.0,6,1.0,30,30.0,Germany,0,0.0
12427,22,3,825.8000000000001,4,3,3,Potential Loyalists,3,26,533,17.193548387096776,50.47205124610299,4.589032258064516,5.020608432476891,18.0,825.8000000000001,26.638709677419357,17.504324559364463,68.0,177.66666666666666,141.66980388683163,10.333333333333334,4.509249752822894,275.26666666666665,32.512854893616016,349,372,11.633333333333333,56.96489138561322,0.0,311.0,4,0.0,26,8.666666666666666,Germany,0,-0.9808428113847871
12428,26,9,7956.46,4,5,5,Champions,9,258,3536,12.02721088435374,8.981547696261616,4.627414965986395,16.930564000952696,275.6,7956.46,27.062789115646257,43.42766763742172,551.2,392.8888888888889,412.271889790113,32.666666666666664,36.857834987964225,884.0511111111111,768.3008857284436,257,284,0.8703071672354948,7.7973194534243495,0.0,94.0,1,0.034013605442176874,258,28.666666666666668,Finland,0,-0.7038277684796166
12429,9,4,3750.4,5,4,5,Champions,4,82,1557,16.051546391752577,14.725524279023011,3.6307216494845362,4.200299653849782,28.0,3750.4,38.66391752577319,35.84802256740429,183.6,389.25,136.44382238367066,24.25,4.425306015783918,937.6,367.0537294002973,356,366,3.6979166666666665,22.254565370381005,0.0,163.0,0,0.0,82,20.5,Denmark,0,-0.15493886289788406
12430,43,1,256.4,3,1,2,Promising,1,11,117,10.636363636363637,5.835627254592728,6.225454545454546,11.685803663964549,40.0,256.4,23.30909090909091,14.033241574593843,47.8,117.0,84.11557019837392,11.0,7.7781745930520225,256.4,118.32706040885154,0,43,0.0,0.0,0.0,0.0,3,0.0,11,11.0,Norway,0,0.0
12431,36,15,6419.95,3,5,5,Loyal Customers,15,163,2896,12.376068376068377,30.794689496960167,3.7723931623931626,2.862606828284946,16.95,6419.95,27.43568376068376,50.3752979156293,601.44,193.06666666666666,94.46954661739008,15.6,9.955615787799655,427.99666666666667,164.5911814451911,338,374,1.4248927038626609,7.908129716528297,0.0,73.0,3,0.1282051282051282,163,10.866666666666667,Australia,0,0.13638704967109253
12432,43,5,5059.32,3,4,5,Loyal Customers,5,107,1801,16.675925925925927,15.984705718018649,10.550833333333333,67.34581983190773,700.0,5059.32,46.845555555555556,75.6796474737069,700.0,360.2,443.3668909605227,21.6,25.422431040323428,1011.8639999999999,1087.3683086608694,129,172,1.1962616822429906,12.27702198874012,0.0,127.0,0,0.0,107,21.4,Norway,0,-1.0
12433,1,7,13375.87,5,5,5,Champions,7,219,11071,26.35952380952381,29.70598614989673,2.1927380952380955,2.246997652764369,14.95,13375.87,31.847309523809525,27.0369316523465,203.52,1581.5714285714287,792.1272745257666,60.0,27.018512172212592,1910.8385714285716,966.506920261974,372,373,0.883054892601432,13.68015271132283,0.0,274.0,2,0.0,219,31.285714285714285,Norway,0,-0.4001413855335556
12434,85,2,806.14,2,2,3,About to Sleep,2,46,394,7.88,5.340029809593476,3.6726,2.9911453065503117,9.95,806.14,16.122799999999998,8.336415331029793,47.6,197.0,169.7056274847714,25.0,12.727922061357855,403.07,165.20842835642495,175,260,3.5714285714285716,25.000000000000004,0.0,175.0,4,0.0,46,23.0,Australia,0,1.0
