CustomerID,Orders,FirstPurchase,LastPurchase,TotalItems,TotalRevenue,Country
12415,21,2011-01-06 11:12:00,2011-11-15 14:22:00,77374,124914.53,Australia
12417,9,2010-12-17 11:51:00,2011-12-06 14:52:00,1552,3649.1,Belgium
12418,1,2011-08-19 11:08:00,2011-08-19 11:08:00,407,668.58,Switzerland
12420,1,2011-10-07 08:55:00,2011-10-07 08:55:00,345,600.39,Cyprus
12421,4,2011-01-24 15:09:00,2011-11-24 09:07:00,484,807.04,Spain
12422,3,2011-01-19 09:13:00,2011-09-05 09:48:00,370,803.5600000000001,Australia
12423,8,2010-12-21 10:54:00,2011-12-09 10:10:00,1339,1859.31,Belgium
12424,2,2011-06-30 12:06:00,2011-06-30 12:06:00,740,1760.96,Australia
12425,1,2011-09-22 17:31:00,2011-09-22 17:31:00,496,777.2,Portugal
12426,1,2011-05-29 12:26:00,2011-05-29 12:26:00,258,582.73,Germany
12427,3,2010-12-03 10:44:00,2011-11-18 08:56:00,533,825.8,Germany
12428,9,2011-03-01 09:33:00,2011-11-14 08:22:00,3536,7956.46,Finland
12429,4,2010-12-09 12:05:00,2011-11-30 17:22:00,1557,3750.4,Denmark
12430,1,2011-10-27 15:09:00,2011-10-27 15:09:00,117,256.4,Norway
12431,15,2010-12-01 10:03:00,2011-11-04 11:55:00,2896,6419.95,Australia
12432,5,2011-06-20 13:27:00,2011-10-28 11:43:00,1801,5059.32,Norway
12433,7,2010-12-01 13:24:00,2011-12-09 10:02:00,11071,13375.87,Norway
12434,2,2011-03-24 13:05:00,2011-09-16 12:38:00,394,806.14,Australia
12435,2,2011-03-17 07:40:00,2011-09-21 09:06:00,2055,7829.89,Denmark
12436,1,2011-09-01 12:09:00,2011-09-01 12:09:00,211,509.01,Norway
12437,18,2011-01-12 14:13:00,2011-12-08 11:35:00,2922,4951.41,France
12438,2,2011-07-22 13:29:00,2011-11-25 13:28:00,1180,2906.85,Norway
12441,1,2010-12-08 10:45:00,2010-12-08 10:45:00,121,173.55,France
12442,1,2011-12-06 14:22:00,2011-12-06 14:22:00,182,172.06,Spain
12444,5,2011-06-21 14:00:00,2011-11-18 13:23:00,1153,5005.46,Norway
12445,1,2011-11-17 18:43:00,2011-11-17 18:43:00,62,133.4,Spain
12446,1,2011-10-13 12:50:00,2011-10-13 12:50:00,351,1002.3100000000001,RSA
12447,1,2011-04-10 13:25:00,2011-04-10 13:25:00,190,476.49,Belgium
12448,1,2011-10-26 13:46:00,2011-10-26 13:46:00,243,449.45,Spain
12449,4,2011-06-05 15:37:00,2011-11-17 13:46:00,1553,4067.29,Belgium
12450,2,2011-06-19 14:36:00,2011-07-06 14:41:00,128,197.88,Spain
12451,5,2011-01-19 09:05:00,2011-11-29 08:40:00,6575,9035.52,Switzerland
12452,2,2011-11-23 08:05:00,2011-11-23 10:28:00,185,430.57,Switzerland
12453,1,2011-07-28 14:08:00,2011-07-28 14:08:00,473,707.09,Austria
12454,1,2011-10-14 17:13:00,2011-10-14 17:13:00,1006,3528.34,Spain
12455,6,2011-02-16 09:56:00,2011-09-27 15:31:00,2089,2466.86,Cyprus
12456,3,2011-03-30 09:12:00,2011-10-26 14:41:00,1633,3181.04,Switzerland
12457,7,2011-04-14 18:57:00,2011-10-04 13:13:00,843,2363.23,Switzerland
12458,2,2011-02-28 10:55:00,2011-09-29 15:25:00,506,947.4,Switzerland
12461,2,2011-07-08 10:23:00,2011-09-06 16:57:00,287,826.88,Switzerland
12462,2,2011-02-09 14:44:00,2011-11-21 09:11:00,536,1189.59,Spain
12463,4,2011-04-12 12:47:00,2011-10-17 13:44:00,776,1344.78,Belgium
12464,8,2011-02-03 13:30:00,2011-11-29 13:33:00,112,1212.05,Belgium
12465,2,2011-06-23 13:37:00,2011-11-22 16:34:00,479,742.1899999999999,Belgium
12468,2,2011-01-27 13:29:00,2011-06-05 11:36:00,366,729.5400000000001,Germany
12471,30,2010-12-10 09:35:00,2011-12-07 15:43:00,8200,19788.65,Germany
12472,7,2010-12-05 14:19:00,2011-11-07 14:01:00,4148,6572.11,Germany
12473,5,2011-06-01 10:15:00,2011-11-10 13:46:00,2414,3928.0499999999997,Germany
12474,18,2011-01-14 10:06:00,2011-11-22 14:39:00,4833,7324.09,Germany
12475,1,2011-10-17 10:10:00,2011-10-17 10:10:00,535,723.38,Germany
12476,11,2010-12-13 14:39:00,2011-11-24 12:40:00,2408,6816.42,Germany
12477,6,2011-02-11 12:45:00,2011-11-17 09:51:00,3653,13219.74,Germany
12478,1,2011-12-06 09:56:00,2011-12-06 09:56:00,236,680.99,Greece
12479,1,2011-11-28 13:26:00,2011-11-28 13:26:00,385,527.2,Germany
12480,4,2011-01-07 15:27:00,2011-11-11 14:52:00,1707,3281.63,Germany
12481,10,2010-12-09 10:13:00,2011-11-17 08:29:00,3294,5579.82,Germany
12483,8,2011-01-04 14:20:00,2011-11-22 17:02:00,1110,2484.98,Sweden
12484,6,2011-01-07 14:04:00,2011-11-07 11:37:00,2187,4527.32,Spain
12488,3,2011-09-25 10:34:00,2011-11-30 08:50:00,529,1298.66,France
12489,1,2011-01-07 13:13:00,2011-01-07 13:13:00,105,334.93,France
12490,10,2011-01-14 09:13:00,2011-12-04 16:07:00,3064,5417.93,France
12491,1,2011-11-01 12:18:00,2011-11-01 12:18:00,260,460.40000000000003,France
12492,2,2011-08-26 14:51:00,2011-10-07 15:15:00,192,263.21000000000004,Germany
12493,2,2011-05-26 14:53:00,2011-06-27 10:17:00,207,433.74,France
12494,7,2010-12-09 11:31:00,2011-11-24 09:34:00,707,1246.1000000000001,France
12497,1,2011-09-19 12:29:00,2011-09-19 12:29:00,1236,1043.1,Germany
12498,3,2011-10-13 09:30:00,2011-11-18 12:53:00,159,403.70000000000005,Germany
12500,11,2011-01-10 09:48:00,2011-11-16 16:20:00,2678,4257.82,Germany
12501,1,2011-01-07 12:28:00,2011-01-07 12:28:00,1783,2169.39,Germany
12502,5,2011-02-03 10:41:00,2011-09-05 11:52:00,820,3723.87,Spain
12504,2,2011-11-09 14:56:00,2011-11-21 16:02:00,90,482.04999999999995,Germany
12506,1,2011-04-21 08:54:00,2011-04-21 08:54:00,23,73.5,France
12507,3,2011-02-14 09:24:00,2011-07-28 17:09:00,894,1304.81,Spain
12508,2,2011-11-10 16:27:00,2011-11-13 15:37:00,271,397.88,France
12509,1,2011-02-28 14:45:00,2011-02-28 14:45:00,55,176.5,France
12510,2,2011-01-18 14:04:00,2011-07-20 10:15:00,353,982.5699999999999,Spain
12512,2,2011-10-04 14:53:00,2011-10-04 14:55:00,96,132.18,Israel
12513,1,2011-08-19 10:51:00,2011-08-19 10:51:00,462,612.29,France
12514,1,2011-03-17 16:38:00,2011-03-17 16:38:00,440,1017.68,Italy
12515,1,2010-12-21 15:43:00,2010-12-21 15:43:00,131,383.7,Italy
12516,2,2011-06-12 11:37:00,2011-09-23 09:13:00,875,1312.06,Germany
12517,5,2011-06-02 15:13:00,2011-11-11 14:04:00,1361,2481.6,Germany
12518,5,2011-08-21 13:18:00,2011-12-09 10:13:00,1318,2056.89,Germany
12519,1,2011-10-07 09:26:00,2011-10-07 09:26:00,175,330.84,Germany
12520,5,2011-03-11 11:35:00,2011-09-21 15:23:00,1439,2634.26,Germany
12521,1,2011-07-20 10:51:00,2011-07-20 10:51:00,309,599.68,Germany
12522,2,2011-10-19 14:41:00,2011-10-31 15:30:00,194,192.72,Germany
12523,11,2011-01-12 09:43:00,2011-11-20 12:55:00,865,1789.77,France
12524,8,2011-01-10 10:35:00,2011-11-30 15:31:00,3699,4485.72,Germany
12526,3,2011-09-06 14:19:00,2011-12-09 12:09:00,632,1316.66,Germany
12527,3,2011-01-18 12:05:00,2011-09-19 11:55:00,234,348.71000000000004,Germany
12528,6,2011-01-31 09:05:00,2011-11-30 14:40:00,756,1933.48,Germany
12530,4,2011-01-07 10:04:00,2011-10-11 12:34:00,913,1662.28,Germany
12531,1,2011-11-25 11:12:00,2011-11-25 11:12:00,45,125.22,Germany
12532,1,2011-11-09 13:47:00,2011-11-09 13:47:00,153,349.83000000000004,France
12534,1,2011-08-01 10:26:00,2011-08-01 10:26:00,651,1089.18,Germany
12535,2,2011-06-06 12:47:00,2011-09-09 08:48:00,219,716.35,France
12536,3,2011-10-11 14:52:00,2011-10-27 14:20:00,2803,12601.830000000002,France
12538,1,2011-11-10 17:16:00,2011-11-10 17:16:00,191,363.95,Spain
12539,4,2011-01-10 09:11:00,2011-11-17 13:30:00,2067,5568.35,Spain
12540,17,2010-12-13 09:39:00,2011-11-20 11:31:00,6685,13400.24,Spain
12541,3,2011-03-04 09:32:00,2011-11-10 10:40:00,680,981.18,Spain
12544,1,2011-11-03 16:15:00,2011-11-03 16:15:00,136,372.7,Spain
12545,2,2011-03-25 12:04:00,2011-09-25 13:39:00,523,1000.39,Spain
12546,2,2011-09-23 09:44:00,2011-10-24 12:09:00,633,1161.5,Spain
12547,2,2011-03-04 12:46:00,2011-05-26 12:38:00,134,207.79999999999998,Spain
12548,1,2011-06-26 15:35:00,2011-06-26 15:35:00,49,95.19999999999999,Spain
12550,1,2011-09-21 14:35:00,2011-09-21 14:35:00,569,964.83,Spain
12551,1,2010-12-17 11:23:00,2010-12-17 11:23:00,100,168.0,Spain
12552,2,2011-10-31 12:11:00,2011-11-01 10:02:00,88,437.82,Italy
12553,10,2011-01-14 10:42:00,2011-12-01 16:38:00,1965,3692.28,France
12556,2,2011-07-11 13:35:00,2011-10-20 13:06:00,355,599.56,Spain
12557,5,2010-12-03 12:20:00,2011-11-23 16:59:00,4384,11990.960000000001,Spain
12558,1,2011-12-02 10:41:00,2011-12-02 10:41:00,196,269.96,USA
12559,2,2011-01-24 10:12:00,2011-02-02 09:49:00,283,561.71,Germany
12560,3,2011-07-19 15:55:00,2011-12-04 13:54:00,1110,2134.01,Germany
12561,1,2011-02-10 11:39:00,2011-02-10 11:39:00,177,238.85,Germany
12562,7,2011-05-25 12:44:00,2011-12-01 17:20:00,1779,3781.7400000000002,France
12564,1,2011-03-23 14:55:00,2011-03-23 14:55:00,133,456.9,France
12565,1,2011-02-24 10:34:00,2011-02-24 10:34:00,80,145.92,Saudi Arabia
12566,1,2011-09-14 14:30:00,2011-09-14 14:30:00,265,351.65,Germany
12567,10,2010-12-05 11:57:00,2011-11-17 11:02:00,4305,9401.28,France
12569,32,2011-04-01 13:47:00,2011-12-07 16:24:00,1801,4124.69,Germany
12571,2,2011-08-10 12:35:00,2011-10-31 10:19:00,523,519.61,France
12572,2,2011-10-19 08:20:00,2011-12-01 09:20:00,452,1020.42,Germany
12573,1,2011-04-26 15:52:00,2011-04-26 15:52:00,84,160.54000000000002,France
12574,1,2011-01-28 09:20:00,2011-01-28 09:20:00,61,218.45,France
12576,5,2011-02-08 11:31:00,2011-11-04 10:11:00,967,1315.83,Poland
12577,3,2010-12-15 16:21:00,2011-11-04 13:24:00,469,626.6,France
12578,2,2011-01-13 15:34:00,2011-11-18 13:30:00,1196,2794.51,Italy
12579,1,2011-09-22 17:15:00,2011-09-22 17:15:00,285,440.42,France
12580,1,2011-04-07 10:24:00,2011-04-07 10:24:00,238,415.7,Germany
12581,1,2011-10-31 08:56:00,2011-10-31 08:56:00,161,197.71,Germany
12582,2,2011-02-24 11:42:00,2011-04-15 08:45:00,300,511.36,Finland
12583,15,2010-12-01 08:45:00,2011-12-07 08:07:00,5060,7281.38,France
12584,9,2011-03-04 15:15:00,2011-12-06 09:35:00,416,2338.15,Italy
12585,2,2010-12-23 12:58:00,2011-04-19 13:39:00,1279,2040.1,Germany
12586,1,2011-11-22 16:24:00,2011-11-22 16:24:00,79,196.94000000000003,Italy
12587,1,2011-12-02 12:47:00,2011-12-02 12:47:00,51,144.0,Finland
12588,1,2011-10-31 15:01:00,2011-10-31 15:01:00,53,214.89999999999998,Finland
12589,2,2011-07-18 12:05:00,2011-11-11 10:19:00,306,646.68,France
12590,2,2011-05-12 14:46:00,2011-05-12 14:52:00,4283,9864.26,Germany
12591,1,2011-01-26 14:35:00,2011-01-26 14:35:00,228,452.84999999999997,Italy
12592,2,2011-05-10 13:44:00,2011-09-08 15:04:00,290,437.6,Germany
12593,3,2011-05-05 09:29:00,2011-08-23 12:43:00,206,418.09999999999997,France
12594,10,2011-01-21 09:52:00,2011-11-02 12:20:00,1777,3338.2200000000003,Italy
12596,2,2011-04-11 13:22:00,2011-10-19 13:02:00,474,618.27,Spain
12597,4,2011-03-16 14:00:00,2011-11-20 13:33:00,2236,3811.22,Spain
12598,8,2011-02-28 11:58:00,2011-11-30 12:18:00,1964,3023.08,France
12599,7,2011-02-08 13:28:00,2011-11-10 13:34:00,956,1032.58,France
12600,10,2010-12-03 12:57:00,2011-11-11 10:29:00,774,2599.04,Germany
12601,5,2011-01-11 10:38:00,2011-06-03 10:17:00,245,577.0600000000001,Germany
12602,1,2011-10-12 11:22:00,2011-10-12 11:22:00,162,153.12,France
12603,1,2011-11-18 10:42:00,2011-11-18 10:42:00,63,739.1999999999999,Germany
12604,2,2011-03-23 12:06:00,2011-09-21 14:08:00,201,254.18,France
12607,1,2011-10-10 16:06:00,2011-10-10 16:06:00,1228,1579.51,USA
12609,3,2011-01-25 15:13:00,2011-09-22 16:34:00,648,1126.85,Germany
12610,5,2011-08-05 13:52:00,2011-11-17 09:34:00,1049,2099.54,Italy
12611,1,2011-10-18 13:12:00,2011-10-18 13:12:00,846,1193.32,Italy
12612,1,2011-09-26 15:35:00,2011-09-26 15:35:00,262,704.0400000000001,Germany
12613,5,2011-03-22 15:42:00,2011-10-13 14:59:00,1644,3344.38,Germany
12614,1,2011-03-07 10:22:00,2011-03-07 10:22:00,76,315.6,Germany
12615,4,2011-06-24 13:35:00,2011-12-07 15:02:00,1376,2291.19,France
12616,2,2011-02-15 14:17:00,2011-09-05 15:17:00,284,713.3,France
12617,1,2011-11-10 14:39:00,2011-11-10 14:39:00,210,352.98,France
12618,1,2011-11-18 11:10:00,2011-11-18 11:10:00,96,177.31,Italy
12619,9,2011-03-31 13:10:00,2011-11-23 14:52:00,3378,3641.24,Germany
12620,3,2011-05-19 12:10:00,2011-11-25 10:20:00,1181,1339.41,France
12621,20,2010-12-09 10:16:00,2011-12-08 11:25:00,7440,13689.67,Germany
12622,1,2011-04-21 16:39:00,2011-04-21 16:39:00,69,180.1,Germany
12623,1,2011-03-08 13:50:00,2011-03-08 13:50:00,191,305.1,Germany
12624,2,2011-06-15 12:34:00,2011-08-25 15:04:00,355,641.13,France
12625,2,2011-01-24 13:27:00,2011-05-12 09:54:00,1612,2683.82,Germany
12626,9,2011-01-17 11:01:00,2011-11-16 16:06:00,3453,6620.48,Germany
12627,7,2011-07-22 13:59:00,2011-11-29 12:07:00,2752,4478.53,Germany
12628,3,2011-10-06 09:28:00,2011-12-05 13:15:00,448,786.46,Germany
12630,2,2011-10-27 10:41:00,2011-11-30 10:48:00,548,1270.88,Finland
12631,1,2011-10-13 13:53:00,2011-10-13 13:53:00,236,640.5,Finland
12633,4,2011-02-25 08:44:00,2011-10-12 11:40:00,1162,2163.98,Germany
12635,2,2011-07-08 08:43:00,2011-09-11 11:04:00,1172,1689.18,Germany
12637,8,2011-01-20 10:47:00,2011-10-03 13:46:00,2994,6002.9,France
12638,1,2011-11-06 13:11:00,2011-11-06 13:11:00,577,671.69,Sweden
12639,1,2011-04-15 12:48:00,2011-04-15 12:48:00,201,486.1,Sweden
12640,3,2011-09-19 12:01:00,2011-11-16 11:52:00,311,1174.58,France
12641,1,2011-08-16 13:26:00,2011-08-16 13:26:00,72,185.9,Sweden
12642,3,2011-08-24 09:23:00,2011-11-14 15:03:00,552,1013.26,Germany
12643,6,2011-01-11 11:48:00,2011-08-03 12:56:00,1808,3344.64,France
12644,1,2011-08-02 10:33:00,2011-08-02 10:33:00,325,477.91,Germany
12645,4,2011-01-27 13:08:00,2011-11-06 12:38:00,1084,1775.18,Germany
12646,2,2011-10-21 12:52:00,2011-12-05 10:14:00,897,1346.97,USA
12647,12,2010-12-05 14:02:00,2011-11-17 12:56:00,1431,3722.82,Germany
12648,1,2011-07-08 11:55:00,2011-07-08 11:55:00,160,318.05,Germany
12649,3,2011-05-11 14:37:00,2011-08-24 14:41:00,586,623.51,Germany
12650,1,2011-12-06 16:34:00,2011-12-06 16:34:00,254,314.44,France
12651,1,2011-01-09 12:46:00,2011-01-09 12:46:00,78,114.0,France
12652,1,2011-01-12 15:00:00,2011-01-12 15:00:00,505,919.98,France
12653,2,2011-02-16 10:53:00,2011-07-14 10:41:00,919,2209.85,Israel
12654,5,2011-02-17 13:16:00,2011-11-29 10:10:00,264,601.98,Germany
12656,5,2011-04-20 09:20:00,2011-11-22 13:42:00,1723,4051.17,France
12657,4,2011-09-22 11:40:00,2011-11-28 15:47:00,1044,1643.18,France
12658,1,2011-11-21 10:22:00,2011-11-21 10:22:00,320,686.05,Germany
12659,1,2011-11-10 11:53:00,2011-11-10 11:53:00,105,91.68,France
12660,1,2011-11-28 13:26:00,2011-11-28 13:26:00,127,245.1,France
12662,11,2010-12-01 13:04:00,2011-12-09 11:59:00,2058,3849.78,Germany
12664,9,2011-01-21 11:42:00,2011-12-01 17:07:00,1203,4881.88,Finland
12665,1,2011-01-19 08:34:00,2011-01-19 08:34:00,37,63.0,Germany
12667,1,2011-10-12 17:00:00,2011-10-12 17:00:00,395,620.13,Finland
12668,4,2010-12-19 12:46:00,2011-11-28 10:56:00,1634,3807.15,Germany
12669,3,2011-03-28 10:15:00,2011-07-12 09:54:00,1115,2744.0299999999997,France
12670,5,2011-04-21 10:16:00,2011-11-29 15:23:00,1397,2996.05,France
12672,1,2011-01-14 09:20:00,2011-01-14 09:20:00,78,225.89999999999998,France
12673,2,2011-01-17 11:46:00,2011-12-04 13:55:00,351,610.52,Germany
12674,4,2011-05-16 09:10:00,2011-11-01 12:12:00,1133,1970.6,France
12676,6,2011-02-01 15:41:00,2011-11-15 12:25:00,670,1331.39,Sweden
12678,12,2010-12-21 11:00:00,2011-10-28 13:04:00,10923,17628.46,France
12679,4,2011-03-01 12:26:00,2011-10-12 12:30:00,554,1113.02,France
12680,4,2011-08-18 15:44:00,2011-12-09 12:50:00,443,862.81,France
12681,22,2010-12-07 10:08:00,2011-11-25 11:33:00,7536,13787.54,France
12682,31,2010-12-03 13:59:00,2011-12-06 10:00:00,5555,12279.82,France
12683,15,2010-12-09 10:37:00,2011-12-05 16:31:00,4987,8476.57,France
12684,7,2011-05-10 12:55:00,2011-12-02 09:53:00,1985,2283.63,France
12685,6,2011-09-07 10:28:00,2011-11-11 13:46:00,1523,2863.08,France
12686,1,2010-12-03 09:51:00,2010-12-03 09:51:00,107,89.14,France
12688,1,2011-08-18 08:49:00,2011-08-18 08:49:00,3028,4873.8099999999995,Israel
12689,2,2011-08-04 10:04:00,2011-11-14 08:31:00,628,1247.61,France
12690,1,2011-05-18 09:09:00,2011-05-18 09:09:00,106,389.01,France
12691,6,2010-12-17 14:46:00,2011-11-11 16:49:00,394,1035.8,France
12693,4,2011-01-24 12:58:00,2011-08-04 17:51:00,255,855.91,Germany
12694,2,2011-06-09 17:48:00,2011-09-30 13:06:00,509,869.67,France
12695,4,2011-05-13 13:15:00,2011-12-02 13:22:00,220,582.1,France
12697,3,2011-06-23 15:44:00,2011-11-11 08:47:00,508,957.59,Sweden
12700,4,2011-05-08 16:10:00,2011-12-02 10:47:00,2967,4939.99,France
12701,2,2011-04-11 13:02:00,2011-09-21 10:47:00,678,797.71,Germany
12702,1,2011-11-20 10:36:00,2011-11-20 10:36:00,53,219.0,Germany
12703,1,2011-09-29 17:52:00,2011-09-29 17:52:00,164,283.55,Germany
12704,8,2011-06-23 10:20:00,2011-12-02 13:15:00,1006,2340.84,Finland
12705,9,2010-12-17 15:58:00,2011-11-24 13:17:00,3997,6868.29,Germany
12707,1,2011-02-21 08:38:00,2011-02-21 08:38:00,256,603.42,France
12708,10,2010-12-06 10:43:00,2011-11-10 09:52:00,1307,2712.91,Germany
12709,15,2010-12-08 09:49:00,2011-11-24 15:38:00,3912,9706.52,Germany
12710,3,2011-05-22 14:05:00,2011-09-04 12:00:00,851,1149.02,Germany
12712,13,2010-12-03 14:30:00,2011-11-11 08:19:00,1062,4396.13,Germany
12713,1,2011-12-09 12:16:00,2011-12-09 12:16:00,508,848.55,Germany
12714,5,2011-02-18 10:53:00,2011-11-30 15:43:00,3069,4708.86,France
12715,1,2011-08-25 15:22:00,2011-08-25 15:22:00,192,343.36,Sweden
12716,2,2011-07-29 13:28:00,2011-12-06 08:55:00,708,1053.49,France
12717,2,2011-04-08 10:32:00,2011-07-11 14:47:00,506,1030.98,Greece
12718,1,2011-09-29 16:38:00,2011-09-29 16:38:00,203,238.25,France
12719,2,2011-10-05 14:50:00,2011-12-04 13:45:00,374,644.95,France
12720,25,2010-12-05 15:21:00,2011-12-07 08:03:00,4672,5781.73,Germany
12721,6,2010-12-20 11:38:00,2011-11-08 12:13:00,1959,2656.13,France
12722,4,2011-07-12 11:55:00,2011-09-15 14:50:00,566,997.63,France
12723,5,2011-10-05 15:52:00,2011-12-06 10:19:00,434,725.07,France
12724,4,2011-01-11 15:00:00,2011-12-04 16:02:00,445,1031.41,France
12725,1,2010-12-03 15:45:00,2010-12-03 15:45:00,164,427.8,Italy
12726,7,2010-12-17 12:56:00,2011-11-11 13:35:00,3143,2609.1,France
12727,7,2011-01-23 15:17:00,2011-11-29 11:46:00,2098,3980.7,France
12728,4,2011-01-11 13:31:00,2011-09-29 15:31:00,419,836.33,France
12729,1,2011-08-18 11:40:00,2011-08-18 11:40:00,233,453.01,France
12731,12,2010-12-10 10:56:00,2011-11-16 11:59:00,8437,18895.91,France
12732,1,2011-06-13 11:33:00,2011-06-13 11:33:00,111,236.26000000000002,France
12733,1,2011-04-19 16:19:00,2011-04-19 16:19:00,137,383.95,USA
12734,1,2010-12-22 12:47:00,2010-12-22 12:47:00,88,110.39999999999999,France
12735,2,2011-01-06 14:26:00,2011-01-28 13:37:00,368,779.5699999999999,France
12736,1,2011-01-11 07:57:00,2011-01-11 07:57:00,173,234.0,France
12738,1,2010-12-02 18:27:00,2010-12-02 18:27:00,148,155.35,Germany
12739,2,2011-09-01 17:45:00,2011-09-22 13:00:00,486,1013.04,United Arab Emirates
12740,1,2011-10-07 10:44:00,2011-10-07 10:44:00,342,427.6,France
12743,2,2011-07-28 16:06:00,2011-07-28 16:21:00,315,540.13,Unspecified
12744,7,2011-01-25 13:26:00,2011-10-19 11:18:00,5241,21279.29,Singapore
12747,11,2010-12-05 15:38:00,2011-12-07 14:34:00,1275,4196.01,United Kingdom
12748,209,2010-12-01 12:48:00,2011-12-09 12:20:00,25287,33053.19,United Kingdom
12749,5,2011-05-10 15:25:00,2011-12-06 09:56:00,1471,4090.88,United Kingdom
12750,1,2011-08-03 09:13:00,2011-08-03 09:13:00,137,275.88,Poland
12752,1,2011-09-19 13:32:00,2011-09-19 13:32:00,2262,4366.78,Norway
